sttn_idntfr,sttn_std_idntfr,sttn_ty,centr_cartrk_se,korean_nm,shrten_nm,la,lo,detect_headg_value,link_idntfr,link_la,link_lo,link_isesttn_sn,link_isesttn_dstnc,start_dcs_dstnc,arvl_dcs_dstnc,reform_no,sttn_svc_idntfr,sttn_svc_nm
504,355000241,0,0,신기리(신풍진마을입구방면),신기리,128.3267483,36.2819302,22,3550066900,128.3267692,36.28192335,2,751.1,50,50,,10504,신기리
505,355000029,0,0,신나리아파트,신나리아파트,128.4135441,36.13747946,269,3550009000,128.4135428,36.13737374,2,350.8,50,50,,10505,신나리아파트
506,355000305,0,0,신당,신당,128.2431534,36.23536213,186,3550143000,128.2431695,36.23531392,3,2326.6,50,50,1412,10506,신당
507,355000030,0,0,골드디움아파트,신당2리,128.4349231,36.15688373,180,3550134200,128.4349633,36.1568998,1,120,50,50,1445,10507,신당2리
508,355000181,0,0,골드디움아파트건너,신당2리,128.4351802,36.15674713,0,3550134300,128.4351079,36.1567391,1,237,50,50,1445,10508,신당2리
509,355000031,0,0,신당리(옥계우미린아파트건너방면),신당리,128.433323,36.15207098,208,3550107300,128.4334194,36.15202277,1,269,50,50,1372,10509,신당리
510,355000182,0,0,신당리(신당2리방면),신당리,128.4336926,36.15199063,24,3550107200,128.4335882,36.15203884,1,138,50,50,1372,10510,신당리
511,355000072,0,0,신동새마을(새월사각지방면),신동새마을,128.4700063,36.09582105,70,3550123800,128.46993,36.09594089,1,424,50,50,1399,10511,신동새마을
512,355000205,0,0,신동새마을(신동입구방면),신동새마을,128.4704315,36.09634731,248,3550123900,128.470486,36.09627105,2,509.9,50,50,1130,10512,신동새마을
513,355000073,0,0,신동입구(신동새마을방면),신동입구,128.4653847,36.09472224,75,3550123600,128.4653302,36.09486386,4,1703,50,50,1130,10513,신동입구
514,355000206,0,0,신동입구(구평새월못방면),신동입구,128.465044,36.09498474,255,3550123700,128.4651094,36.09494117,1,28,50,50,1399,10514,신동입구
515,355000037,0,0,신림,신림,128.3522801,36.28096582,214,3550010800,128.3522904,36.28095742,1,2.7,50,50,,10515,신림
516,355000191,0,0,신림,신림,128.3523059,36.28072193,33,3550053300,128.3522801,36.28073513,1,1184.8,50,50,,10516,신림
517,355000142,0,0,신오리 석거실(산촌마을입구방면),신오리 석거실,128.2274294,36.30351976,267,3550147700,128.2275097,36.30351976,4,6651,50,50,1437,10517,신오리 석거실
518,355000253,0,0,신오리 석거실(산촌리방면),신오리 석거실,128.2275228,36.30340606,100,3550147900,128.2274103,36.30340606,1,1400,50,50,1437,10518,신오리 석거실
519,355000171,0,0,신장리,신장리,128.4784553,36.11979648,510,3550144800,128.4784875,36.11983666,1,1022.1,50,50,1417,10519,신장리
520,355000045,0,0,신장1리(신장2리방면),신창1리,128.4855293,36.12864938,187,3550013800,128.4855105,36.12865193,2,431.8,50,50,1377,10520,신창1리
521,355000200,0,0,신장1리(하장리방면),신창1리,128.4856069,36.12856091,10,3550056200,128.4856264,36.12855829,2,1720.2,50,50,1283,10521,신창1리
522,355000046,0,0,신장2리(삼학리방면),신창2리,128.4837883,36.11919625,188,3550013800,128.4837638,36.11919812,3,1492.7,50,50,1377,10522,신창2리
523,355000201,0,0,신장2리(신장1리방면),신창2리,128.4838535,36.11899815,9,3550056200,128.4838787,36.11899763,1,647.5,50,50,1283,10523,신창2리
524,355000004,0,0,신창메디칼앞,신창메디칼,128.3768462,36.08835329,177,3550104300,128.3769024,36.08831311,1,28,50,50,1372,10524,신창메디칼
525,355000151,0,0,신창메디칼건너,신창메디칼,128.377206,36.08881579,2,3550104400,128.377048,36.08876677,1,13,50,50,1091,10525,신창메디칼
526,355000007,0,0,구미경찰서건너,신평1동,128.3626142,36.11631541,167,3550097500,128.3628472,36.11639576,1,112.3,50,50,1423,10526,신평1동
527,355000218,0,0,구미경찰서,신평1동2,128.3632418,36.11616768,347,3550097300,128.3630661,36.11613717,2,473,50,50,1423,10527,신평1동2
528,355000061,0,0,강산타운아파트건너,강산타운아파트,128.3594641,36.12141381,181,3550018800,128.3594755,36.12141376,2,383.7,50,50,1304,10528,신평금오아파트
529,355000219,0,0,강산타운아파트앞,강산타운아파트,128.3596194,36.12132193,359,3550061200,128.3596086,36.12132192,1,71.1,50,50,1304,10529,신평금오아파트
530,355000062,0,0,신평농협,신평농협,128.3611767,36.12214845,276,3550018800,128.3611763,36.12213535,1,149.5,50,50,,10530,신평농협
531,355000063,0,0,구미IC네거리(구미종합터미널건너방면),구미IC네거리,128.3605576,36.1195893,280,3550019000,128.360522,36.11942451,1,201,50,50,1279,10531,구미IC네거리
532,355000221,0,0,구미IC네거리(구미경찰서방면),구미IC네거리,128.3601083,36.119205,100,3550061300,128.3601434,36.11936816,1,58.8,50,50,1433,10532,구미IC네거리
533,355000295,0,0,신평시장,신평시장,128.3634936,36.12302785,119,3550079800,128.363521,36.12306711,1,64.7,50,50,,10533,신평시장
534,355000296,0,0,신평우석아파트,신평우석아파트,128.366184,36.12210227,107,3550079800,128.3661964,36.12213692,2,327.9,50,50,,10534,신평우석아파트
535,355000130,0,0,신평중학교입구,신평중학교입구,128.3641015,36.12296633,301,3550037600,128.3640771,36.12292574,3,761.1,50,50,,10535,신평중학교입구
536,355000220,0,0,신평파출소앞,신평파출소앞,128.3615389,36.12200899,89,3550061200,128.3615392,36.12202283,2,324.1,50,50,,10536,신평파출소앞
537,355000085,0,0,신풍진마을입구(신기리방면),신풍진마을입구,128.3266222,36.28680758,177,3550024600,128.3266019,36.28680078,8,5330.1,50,50,1406,10537,신풍진마을입구
538,355000242,0,0,신풍진마을입구(초곡방면),신풍진마을입구,128.3267123,36.28681869,339,3550066900,128.3267334,36.28682523,3,1319,50,50,,10538,신풍진마을입구
539,355000011,0,0,신한그린타운건너,신한그린타운,128.3521555,36.06875362,219,3550003200,128.3521884,36.06872937,1,79.4,50,50,,10539,신한그린타운
540,355000159,0,0,신한그린타운앞,신한그린타운,128.3523073,36.06868579,42,3550045800,128.3523187,36.06868501,1,43.8,50,50,1399,10540,신한그린타운
541,355000006,0,0,금오레미콘앞,금오레미콘,128.3768441,36.09052882,179,3550101100,128.3768886,36.09052931,1,236,50,50,1264,10541,쌍용레미콘
542,355000149,0,0,금오레미콘건너,금오레미콘,128.3770691,36.09050794,5,3550101300,128.377029,36.09050794,1,82.2,50,50,1264,10542,쌍용레미콘
543,355000164,0,0,아사히글라스건너,아사히글라스,128.4478893,36.14665331,180,3550108900,128.4479536,36.14666938,1,130,50,50,1073,10543,아사히글라스
544,355000054,0,0,오로삼거리,아포입구,128.3203419,36.21446278,113,3550016500,128.3203594,36.21449505,1,44.5,50,50,1416,10544,아포입구
545,355000146,0,0,오로삼거리,아포입구,128.3206178,36.21456073,286,3550042700,128.3206011,36.21452839,4,1020.3,50,50,1416,10545,아포입구
546,355000079,0,0,안곡(산현4리방면),안곡,128.1480861,36.27292,304,3550121100,128.1480317,36.27288732,2,1270,50,50,1128,10546,안곡
547,355000160,0,0,안곡(상송수다사입구방면),안곡,128.1476127,36.27310161,137,3550046100,128.1475929,36.27308595,1,1329.5,50,50,,10547,안곡
548,355000132,0,0,내예리(외예리방면),안연흥,128.2894069,36.18738801,161,3550039100,128.2893937,36.18738999,2,1475.5,50,50,1435,10548,안연흥
549,355000158,0,0,내예리(횡산역방면),안연흥,128.2895413,36.18712794,15,3550045400,128.2895414,36.18712799,2,1693.8,50,50,1425,10549,안연흥
550,355000413,0,0,양포동행정복지센터,양포동주민센터,128.4243603,36.13651701,270,3550012400,128.4243768,36.13640015,1,405.9,50,50,1283,10550,양포동행정복지센터
551,355000711,0,0,양포동행정복지센터건너,양포동주민센터,128.4245814,36.13617554,87,3550055000,128.4245695,36.13629935,2,654.5,50,50,1283,10551,양포동행정복지센터건너
552,355000410,0,0,양호동빈수골(금오공대입구방면),양호동빈수골,128.391727,36.12907707,39,3550012100,128.3916027,36.12915441,1,895.5,50,50,1285,10552,양호동빈수골
553,355000709,0,0,양호동빈수골(엘지연수원방면),양호동빈수골,128.3911848,36.12910736,217,3550054600,128.3913191,36.12902635,1,385.9,50,50,1058,10553,양호동빈수골
554,355000411,0,0,양호동종점,양호동종점,128.3814329,36.13544819,510,3550054700,128.3814401,36.13544136,2,1507.8,50,50,1067,10554,양호동종점
555,355000606,0,0,어구산입구삼거리,어구산입구,128.2459982,36.3096826,270,3550147700,128.2459018,36.30967456,2,4587,50,50,1437,10555,어구산입구
556,355000607,0,0,어구산입구(산촌리),어구산입구,128.2462794,36.30995579,195,3550147700,128.2462553,36.30989151,1,4560,50,50,1437,10556,어구산입구
557,355000417,0,0,에이에스티앞,에이에스티앞,128.4479134,36.1403137,186,3550109300,128.4479938,36.1403137,1,42.8,50,50,1073,10557,에이에스티앞
558,355000345,0,0,엘지디스플레이(시미동),엘지디스플레이,128.410436,36.09736083,180,3550005300,128.4105009,36.09736115,2,915.8,50,50,,10558,엘지디스플레이
559,355000388,0,0,"엘지디스플레이2,3공장",엘지디스플레이공장,128.4086556,36.1111251,272,3550133600,128.4086556,36.11105974,1,98.9,50,50,1265,10559,엘지디스플레이
560,355000649,0,0,LG디스플레이건너,LG디스플레이건,128.4106988,36.09825825,359,3550048200,128.4106269,36.09825789,3,1179.8,50,50,1073,10560,LG디스플레이건너
561,355000346,0,0,SK실트론건너,SK실트론,128.410469,36.09195448,181,3550005300,128.4105463,36.09195367,3,1515.8,50,50,1289,10561,엘지실트론
562,355000650,0,0,SK실트론앞,SK실트론,128.4107479,36.09247213,359,3550048200,128.4106769,36.09247155,2,537.7,50,50,1285,10562,LG실트론앞
563,355000409,0,0,엘지연수원건너,엘지연수원,128.3857179,36.1210508,3,3550012000,128.3856578,36.12105189,1,163.3,50,50,,10563,엘지연수원
564,355000710,0,0,엘지연수원앞,엘지연수원,128.3854717,36.12130876,176,3550054800,128.3855316,36.12130768,1,161.7,50,50,,10564,엘지연수원
565,355000377,0,0,엘지이노텍앞,엘지이노텍,128.413627,36.127016,269,3550008800,128.4136274,36.12695288,3,838.9,50,50,,10565,엘지이노텍
566,355000682,0,0,엘지이노텍건너,엘지이노텍,128.4135597,36.12678134,96,3550051300,128.4135593,36.12684443,3,2266.5,50,50,,10566,엘지이노텍
567,355000476,0,0,엘지PDP옆,엘지PDP옆,128.3819002,36.10983082,181,3550099900,128.3819805,36.10979868,1,112.5,50,50,1072,10567,엘지PDP옆
568,355000428,0,0,여남리(장천버스터미널종점방면),여남리,128.5280619,36.12390382,286,3550013900,128.5280706,36.12392527,2,1859.5,50,50,1414,10568,여남리
569,355000726,0,0,여남리(명곡종점방면),여남리,128.5280712,36.12382646,108,3550056400,128.5280605,36.12381401,2,3183.6,50,50,1388,10569,여남리
570,355000769,0,0,봉곡e편한세상앞,봉곡e편한세상앞,128.3133571,36.15416085,279,3550064100,128.3133548,36.15412484,2,555.3,50,50,1162,10570,봉곡e편한세상앞
571,355000314,0,0,영남에너지서비스앞,영남에너지서비스,128.3767635,36.09359446,179,3550101200,128.3768343,36.09359446,3,954.8,50,50,1278,10571,영남에너지서비스
572,355000623,0,0,영남에너지서비스건너,영남에너지서비스,128.3770209,36.09308717,354,3550101400,128.3769808,36.09309521,1,51.4,50,50,1071,10572,영남에너지서비스
573,355000715,0,0,영진하이텍건너,영진하이택,128.4513143,36.14076345,89,3550055200,128.4513143,36.14075895,1,292.1,50,50,,10573,영진하이택
574,355000416,0,0,영진하이텍앞,영진하이텍,128.4517336,36.14086196,271,3550012500,128.4517336,36.14086646,1,228.8,50,50,,10574,영진하이텍
575,355000311,0,0,예강1리(고아119안전센터앞),예강1리,128.3396784,36.19970071,121,3550124400,128.3397547,36.19983144,1,1150,50,50,1141,10575,예강1리
576,355000739,0,0,예강1리(고아119안전센터건너),예강1리,128.3392977,36.20033984,307,3550124500,128.3391852,36.20025949,2,1893.3,50,50,1141,10576,예강1리
577,355000583,0,0,예산초등학교(북산2리방면),예산초등학교,128.2684596,36.21546286,356,3550038600,128.2684781,36.21547164,1,642.3,50,50,,10577,예산초등학교
578,355000882,0,0,예산초등학교(내고2리방면),예산초등학교,128.26819,36.21557312,58,3550080700,128.2682019,36.21555937,1,121.2,50,50,,10578,예산초등학교
579,355000749,0,0,예일베어링건너,예일베어링,128.384359,36.1194433,91,3550121900,128.3843535,36.1195359,1,152,50,50,1128,10579,예일베어링
580,355000461,0,0,예일베어링앞,예일베어링,128.3846531,36.11974289,268,3550122000,128.3845878,36.11963939,1,89,50,50,1128,10580,예일베어링
581,355000523,0,0,오가1리,오가1리,128.1779397,36.27446877,510,3550026500,128.1779017,36.2744725,1,3.5,50,50,,10581,오가1리
582,355000494,0,0,오가2리(상송리방면),오가2리,128.1699426,36.26564063,288,3550120900,128.1699366,36.26564802,1,522.6,50,50,1413,10582,오가2리
583,355000781,0,0,오가2리(무등리방면),오가2리,128.1698985,36.26550095,105,3550121000,128.1699039,36.26553363,1,1250,50,50,1413,10583,오가2리
584,355000495,0,0,오가3리 무등1리(오가2리방면),오가3리 무등1,128.17732,36.26488972,279,3550112100,128.1772927,36.26484615,3,1695,50,50,1092,10584,오가3리 무등1리
585,355000525,0,0,오가3리 무등1리(오가3리경로당방면),오가3리 무등1,128.1768109,36.26464121,8,3550026600,128.1768523,36.26463579,1,916,50,50,,10585,오가3리 무등1리
586,355000782,0,0,오가3리 무등1리(무등2리방면),오가3리 무등1,128.1772917,36.26464525,98,3550112000,128.1773239,36.26474167,1,12,50,50,1092,10586,오가3리 무등1리
587,355000821,0,0,오가3리 무등1리(무등1리노인회관방면),오가3리 무등1,128.1767663,36.26467007,192,3550068900,128.1767258,36.26467994,1,18.2,50,50,,10587,오가3리 무등1리
588,355000524,0,0,오가3리경로당건너,오가3리경로당,128.1774873,36.26809304,204,3550026500,128.1774603,36.26810443,2,875.6,50,50,,10588,오가3리경로당
589,355000820,0,0,오가3리경로당앞,오가3리경로당,128.1775785,36.26810778,24,3550068800,128.1776057,36.26809633,1,372.9,50,50,,10589,오가3리경로당
590,355000340,0,0,오로1리(금산방면),오로1리,128.5268969,36.17399373,198,3550005000,128.5268786,36.17399855,4,2393.9,50,50,1426,10590,오로1리
591,355000645,0,0,오로1리(오로2리방면),오로1리,128.5269633,36.17391177,16,3550047900,128.5269821,36.17390681,2,4918.9,50,50,,10591,오로1리
592,355000341,0,0,오로2리(오로1리방면),오로2리,128.5403541,36.17988007,224,3550005000,128.5403352,36.17989148,2,746.5,50,50,,10592,오로2리
593,355000646,0,0,오로2리(오로리종점방면),오로2리,128.5403802,36.17979249,48,3550047900,128.5403995,36.17978069,4,6562.5,50,50,1426,10593,오로2리
594,355000449,0,0,오로리(오로삼거리방면),오로리,128.3153062,36.21718118,139,3550016600,128.3153622,36.21722078,3,1116.6,50,50,1416,10594,오로리
595,355000740,0,0,오로리(오로리새마을방면),오로리,128.3153928,36.21745408,318,3550059300,128.3153321,36.21741147,1,520.6,50,50,,10595,오로리
596,355000450,0,0,오로리새마을(오로리방면),오로리새마을,128.3135666,36.21972905,156,3550016600,128.3136353,36.21975538,2,793.4,50,50,,10596,오로리새마을
597,355000741,0,0,오로리새마을(고아에덴아파트방면),오로리새마을,128.3138782,36.21973932,335,3550059300,128.3138081,36.21971243,2,811.8,50,50,,10597,오로리새마을
598,355000647,0,0,오로리종점,오로리종점,128.5384512,36.18595842,311,3550047900,128.5384958,36.18597291,5,7315.4,50,50,1426,10598,오로리종점
599,355000342,0,0,오로리출발,오로리출발,128.5384426,36.18589351,158,3550005000,128.5383984,36.18587918,1,19.8,50,50,,10599,오로리출발
600,355000391,0,0,오상리(문량리방면),오상리,128.3977019,36.18671448,144,3550010400,128.3976826,36.18670552,2,749,50,50,,10600,오상리
601,355000691,0,0,오상리(오상리새마을금고앞방면),오상리,128.3976914,36.1868631,340,3550052900,128.3977096,36.1868734,5,3035.3,50,50,,10601,오상리
602,355000392,0,0,오상리새마을금고앞(문량리방면),오상리새마을금고,128.3951137,36.19046187,158,3550010400,128.3951216,36.19045663,1,269.1,50,50,,10602,오상리새마을금고앞
603,355000692,0,0,오상리새마을금고앞(해평정류장방면),오상리새마을금고,128.395355,36.19037809,342,3550052900,128.395311,36.19036385,6,3482.6,50,50,,10603,오상리새마을금고앞
604,355000426,0,0,오상중고등학교건너,오상중고등학교,128.4960284,36.12369639,154,3550013200,128.4960163,36.12369082,1,394.1,50,50,,10604,오상중고등학교
605,355000637,0,0,오상중고등학교앞,오상중고등학교,128.4960596,36.12382524,332,3550045600,128.4960716,36.12383079,4,1541.3,50,50,1416,10605,오상중고등학교
606,355000558,0,0,오태1동입구건너,오태1동,128.3779122,36.07989067,4,3550035200,128.3779247,36.07988924,3,3933.1,50,50,1089,10606,오태1동건너
607,355000807,0,0,오태1동,오태1동,128.3759662,36.08000533,196,3550068000,128.3759617,36.08000381,1,394.5,50,50,,10607,오태1동
608,355000861,0,0,오태2동 구봉 종점출발,오태2동 구봉 ,128.3664303,36.07056808,260,3550077500,128.3664218,36.07055209,3,1858.5,50,50,1423,10608,오태2동 구봉 종점출발
609,355000559,0,0,오태2동 묘골(오태2동종점방면),오태2동 묘골,128.3590356,36.07443709,177,3550035200,128.3589969,36.07443516,1,970.2,50,50,,10609,오태2동 묘골
610,355000862,0,0,오태2동 묘골(남구미자동차학원방면),오태2동 묘골,128.3590942,36.07439199,0,3550077500,128.359133,36.07439212,4,2945.9,50,50,1423,10610,오태2동 묘골
611,355000849,0,0,오태2동입구,오태2동입구,128.3566641,36.08194963,40,3550074300,128.3566259,36.08197585,1,291.6,50,50,,10611,오태2동입구
612,355000547,0,0,오태2동입구건너,오태2동입구건너,128.3572847,36.08289022,222,3550031100,128.3573551,36.08284157,1,28,50,50,,10612,오태2동입구건너
613,355000560,0,0,오태2동종점,오태2동종점,128.3664567,36.07045104,77,3550035200,128.3664561,36.07044737,2,2086.8,50,50,,10613,오태2동종점
614,355000673,0,0,옥계대백타운 출발지,옥계대백타운 출,128.4116754,36.14754494,98,3550050500,128.4116811,36.14758155,1,120.2,50,50,,10614,옥계대백타운 출발지
615,355000365,0,0,양포파출소앞,옥계대백타운입구,128.4179203,36.1472047,254,3550007800,128.4179327,36.14717007,1,49.2,50,50,1417,10615,옥계대백타운입구
616,355004428,1,0,옥계대백타운입구(4공단방면),옥계대백타운입구,128.4186153,36.14641877,163,3550138700,128.4186876,36.14645091,1,53,30,30,1346,10616,
617,355000674,0,0,인동농협양포지점 건너,옥계대백타운입구,128.416775,36.14695737,76,3550050500,128.416767,36.14699755,3,675.2,50,50,1419,10617,옥계대백타운입구
618,355000366,0,0,옥계대백타운종점,옥계대백타운종점,128.4108553,36.1478206,277,3550007800,128.4108465,36.1477848,3,694.7,50,50,,10618,옥계대백타운종점
619,355000684,0,0,옥계대우아파트건너,옥계대우아파트,128.4150098,36.13692861,92,3550051400,128.4150366,36.13703554,1,239,50,50,,10619,옥계대우아파트
620,355000382,0,0,옥계대우아파트앞,옥계대우아파트앞,128.4161283,36.13710958,277,3550009000,128.4161283,36.13697299,1,97.1,50,50,1444,10620,옥계대우아파트앞
621,355000385,0,0,옥계부영아파트앞,옥계부영아파트,128.4176605,36.13972754,187,3550009200,128.4178152,36.13971763,1,201.4,50,50,,10621,옥계부영아파트
622,355000687,0,0,옥계부영아파트건너,옥계부영아파트,128.4181015,36.14089299,8,3550051700,128.4180668,36.14089702,1,245.8,50,50,,10622,옥계부영아파트
623,355000367,0,0,옥계에덴타운(종점방면),옥계에덴타운,128.4139255,36.14747384,279,3550007800,128.4139194,36.14743902,2,415.5,50,50,1277,10623,옥계에덴타운
624,355000675,0,0,옥계에덴타운(입구방면),옥계에덴타운,128.4135189,36.14734233,99,3550050500,128.4135249,36.14737742,2,287.7,50,50,1277,10624,옥계에덴타운
625,355000407,0,0,옥계중학교건너,옥계중학교,128.4114203,36.13640645,67,3550011700,128.4113617,36.13651558,1,1164.7,50,50,,10625,옥계중학교
626,355000707,0,0,옥계중학교앞,옥계중학교앞,128.4119213,36.13701578,243,3550054400,128.4119872,36.13691291,1,46.5,50,50,,10626,옥계중학교앞
627,355000508,0,0,옥관1리 문정자(화훼단지주유소방면),옥관1리 문정자,128.2755419,36.3275302,200,3550024700,128.2755469,36.32751171,2,2003.9,50,50,,10627,옥관1리 문정자
628,355000794,0,0,옥관1리 문정자(구미원예공사방면),옥관1리 문정자,128.2756684,36.32753384,18,3550067000,128.2756913,36.32752865,5,3739.7,50,50,1398,10628,옥관1리 문정자
629,355000608,0,0,옥관1리구평(옥관2리방면),옥관1리구평,128.2637797,36.33998255,248,3550148000,128.2639725,36.34003879,1,1041.6,50,50,1437,10629,옥관1리구평
630,355000812,0,0,옥관1리구평(옥관입구방면),옥관1리구평,128.2638439,36.33987006,79,3550147800,128.2637314,36.33981381,2,609,50,50,1437,10630,옥관1리구평
631,355000609,0,0,옥관2리(경로당앞),옥관2리,128.2573918,36.34111548,305,3550148000,128.2575525,36.34104317,2,1656.5,50,50,1437,10631,옥관2리
632,355000813,0,0,옥관2리(경로당건너),옥관2리,128.2573677,36.34101906,123,3550147800,128.2574722,36.34094675,1,5,50,50,1437,10632,옥관2리
633,355000512,0,0,옥관입구(구미원예공사방면),옥관입구,128.2743925,36.34343123,184,3550024800,128.2743696,36.3434315,2,868.4,50,50,,10633,옥관입구
634,355000798,0,0,옥관입구(구봉방면),옥관입구,128.2744812,36.34343437,3,3550067100,128.2745036,36.34343321,1,27.3,50,50,,10634,옥관입구
635,355000509,0,0,옥성(상농소방면),옥성,128.2779996,36.29685302,152,3550024700,128.2780495,36.29686891,6,5599.1,50,50,1398,10635,옥성
636,355000795,0,0,옥성(농소2리이곡방면),옥성,128.2781837,36.29685626,318,3550067000,128.2782036,36.29686483,1,141.4,50,50,,10636,옥성
637,355000818,0,0,옥성(중농소방면),옥성,128.2793714,36.2955718,29,3550068600,128.2793961,36.29556096,2,4150.8,50,50,,10637,옥성
638,355000424,0,0,와례마을입구(성호철강방면),와례마을입구,128.456727,36.13036909,308,3550144000,128.456711,36.13033695,2,706,50,50,1441,10638,와례마을입구
639,355000721,0,0,와례마을입구(신장리방면),와례마을입구,128.4566065,36.13020839,131,3550143800,128.4566306,36.1302325,1,825,50,50,1417,10639,와례마을입구
640,355000418,0,0,외국인전용단지입구,외국인전용단지입,128.440706,36.13848172,276,3550109500,128.4407221,36.13835316,2,379.2,50,50,1073,10640,외국인전용단지입구
641,355000714,0,0,외국인전용단지입구건너,외국인전용단지입,128.4407301,36.13812818,97,3550109400,128.4407221,36.13824871,1,307.3,50,50,1073,10641,외국인전용단지입구
642,355000663,0,0,용댐이,용댐이,128.3134056,36.32251471,331,3550049200,128.313422,36.32252101,1,219.3,50,50,1460,10642,용댐이
643,355000522,0,0,용동골고개(선산문회회관삼거리방면),용동골고개,128.3152088,36.26389558,197,3550127200,128.315285,36.26384655,4,1529.5,50,50,1211,10643,용동골고개
644,355000810,0,0,용동골고개(수도가압장방면),용동골고개,128.3154702,36.26380298,0,3550127300,128.3154103,36.26380842,1,210,50,50,1372,10644,용동골고개
645,355000664,0,0,용산1리 산두,용산1리 산두,128.306527,36.32576426,305,3550049200,128.3065431,36.32565177,3,1020,50,50,1460,10645,용산1리 산두
646,355000349,0,0,용산2리,용산2리,128.2990859,36.33876056,510,3550048300,128.299075,36.33875891,3,1487.8,50,50,1398,10646,용산2리
647,355000357,0,0,용정리,용정리,128.3223107,36.3274853,207,3550006500,128.322286,36.32749518,2,1193.2,50,50,1416,10647,용정리
648,355000764,0,0,용정리,용정리,128.3222969,36.32732063,19,3550062900,128.3223221,36.32731053,1,1003.5,50,50,1416,10648,용정리
649,355000654,0,0,우미린아파트,우미린아파트,128.4289177,36.14289374,1,3550096200,128.4288694,36.14292588,2,489.1,50,50,1064,10649,우미아파트
650,355000538,0,0,우방3차건너,우방3차,128.3322819,36.1144838,189,3550147400,128.332298,36.11436328,2,675.8,50,50,1432,10650,우방3차
651,355000836,0,0,우방3차앞,우방3차,128.3325084,36.11445282,359,3550147600,128.3324522,36.11439658,1,226,50,50,1432,10651,우방3차
652,355000010,0,0,화성파크2단지앞,화성파크2단지앞,128.3587056,36.08647508,180,3550002300,128.3587222,36.08647617,2,447.9,50,50,,10652,화성파크2단지앞
653,355000153,0,0,화성파크2단지건너,화성파크2단지건너,128.3588715,36.08648701,355,3550044300,128.3588549,36.08648592,1,190.3,50,50,,10653,화성파크2단지건너
654,355000550,0,0,상모우방2단지앞,상모우방2단지앞,128.3568039,36.08377758,143,3550031900,128.3568359,36.08379537,3,675.8,50,50,,10654,상모우방2단지앞
655,355000850,0,0,상모우방1단지앞,상모우방1단지앞,128.3570302,36.08380787,312,3550074400,128.3570005,36.08379153,1,102.2,50,50,,10655,상모우방1단지앞
656,355000459,0,0,우본 자동차검사소,우본 자동차검사,128.3751403,36.12111706,52,3550142300,128.3751563,36.12111706,1,110,50,50,1391,10656,우본 자동차검사소
657,355000858,0,0,금오시장 입구,금오시장 입구,128.340973,36.12474098,304,3550076200,128.3409481,36.12471173,1,46.1,50,50,,10657,금오시장 입구
658,355000500,0,0,웅곡리(무이리방면),웅곡리,128.2323589,36.25252542,292,3550023600,128.232373,36.25254494,3,2543.1,50,50,,10658,웅곡리
659,355000527,0,0,웅곡리(웅곡리곰실방면),웅곡리,128.2312955,36.25221856,2,3550026800,128.2313181,36.25221813,3,2354.3,50,50,,10659,웅곡리
660,355000787,0,0,웅곡리(포상2리 하송방면),웅곡리,128.2316192,36.25275195,107,3550066000,128.2316098,36.25273078,1,5,50,50,,10660,웅곡리
661,355000824,0,0,웅곡리(백자리방면),웅곡리,128.2312199,36.25251231,181,3550069100,128.2311979,36.25251326,1,36.1,50,50,,10661,웅곡리
662,355000827,0,0,웅곡리곰실,웅곡리곰실,128.2314059,36.26003921,510,3550069200,128.2314093,36.26003061,1,856.7,50,50,,10662,웅곡리곰실
663,355000585,0,0,원2리(원리 회차방면),원2리,128.3308507,36.22999974,129,3550038800,128.3308396,36.22999285,1,1419.6,50,50,,10663,원2리
664,355000885,0,0,원2리(선산터미널종점방면),원2리,128.3310639,36.23008997,304,3550081100,128.3310584,36.22999117,1,656.6,50,50,1445,10664,원2리
665,355000586,0,0,원3리 어게이(원3리 종점방면),원3리 어게이,128.3437815,36.2188714,156,3550038900,128.3437638,36.21886461,1,1740.7,50,50,,10665,원3리 어게이
666,355000883,0,0,원3리 어게이(원리 회차방면),원3리 어게이,128.3436233,36.21931173,318,3550080900,128.3436503,36.21930564,1,956.5,50,50,,10666,원3리 어게이
667,355000884,0,0,원리 회차,원리 회차,128.3386999,36.22640807,262,3550081000,128.3386959,36.22643469,1,27.9,50,50,,10667,원리 회차
668,355000587,0,0,원리3리 종점,원리3리 종점,128.3497211,36.21286204,510,3550038900,128.3497129,36.21286809,2,2653.2,50,50,,10668,원리3리 종점
669,355000602,0,0,원평동(대구은행앞방면),원평동,128.3375163,36.12802591,205,3550040100,128.3375738,36.12800288,1,51.3,50,50,,10669,원평동
670,355000898,0,0,원평동(지산1동방면),원평동,128.3376894,36.12783197,27,3550082200,128.3376323,36.12785494,1,160.1,50,50,,10670,원평동
671,355000551,0,0,원평2동산업도로(도량교방면),원평2동산업도로,128.3278393,36.13316801,62,3550032100,128.3278232,36.13320318,1,383.3,50,50,,10671,원평2동산업도로
672,355000851,0,0,원평2동산업도로(원평2동행정복지센터방면),원평2동산업도로,128.3308973,36.1337462,285,3550074500,128.3308859,36.13371155,1,83.6,50,50,,10672,원평2동산업도로
673,355000554,0,0,원평2동행정복지센터건너,원평2동주민센터,128.325838,36.13129062,299,3550032400,128.3258137,36.1312537,3,535.9,50,50,,10673,원평2동행정복지센터건너
