sttn_idntfr,sttn_std_idntfr,sttn_ty,centr_cartrk_se,korean_nm,shrten_nm,la,lo,detect_headg_value,link_idntfr,link_la,link_lo,link_isesttn_sn,link_isesttn_dstnc,start_dcs_dstnc,arvl_dcs_dstnc,reform_no,sttn_svc_idntfr,sttn_svc_nm
1,355000923,1,0,4공단(현진아파트방면),4공단,128.4295512,36.13721741,285,3550007900,128.4295593,36.1371692,2,700,50,50,1399,10001,4공단
2,355000713,0,0,4공단(우미린더스카이건너방면),4공단,128.429585,36.136961,85,3550050600,128.4281314,36.13675458,1,40,50,50,1039,10002,4공단
3,355000381,0,0,4공단입구건너(인동농협옥계지점),4공단입구,128.4173574,36.13781552,188,3550008900,128.4175032,36.13779867,1,99.4,50,50,1278,10003,4공단입구건너(인동농협옥계지점)
4,355000383,0,0,거상빌딩,거상빌딩,128.4170425,36.13604604,188,3550009100,128.4171546,36.13603365,1,78.8,50,50,,10004,거상빌딩
5,355000685,0,0,4공단입구(옥계방면),4공단입구,128.4177662,36.13773879,8,3550051500,128.4176301,36.13775446,1,117,50,50,,10005,4공단입구
6,355000368,0,0,우미린더스카이앞,우미린더스카이앞,128.4328294,36.13798257,252,3550007900,128.4328746,36.13784296,1,422.5,50,50,1147,10006,우미린더스카이앞
7,355000676,0,0,우미린더스카이건너,우미린더스카이건너,128.4323692,36.13755772,76,3550050600,128.4323497,36.1376193,2,328,50,50,1147,10007,우미린더스카이건너
8,355000528,0,0,가네골(백자리방면),가네골,128.2227179,36.2466128,114,3550026800,128.2227092,36.2465947,1,880.1,50,50,,10008,가네골
9,355000825,0,0,가네골(무이리방면),가네골,128.2228187,36.24665519,274,3550069100,128.2228254,36.2466816,3,1507.2,50,50,,10009,가네골
10,355000425,0,0,가라골건너,가라골,128.4305447,36.13232491,297,3550090300,128.4305724,36.13230311,1,358,50,50,1065,10010,가라골
11,355000722,0,0,가라골앞,가라골,128.4302274,36.13222655,128,3550092600,128.4302917,36.13233904,1,164.7,50,50,1090,10011,가라골
12,355000350,0,0,가산1리(가산리방면),가산1리,128.2982164,36.32980587,89,3550005400,128.298227,36.32977817,3,1525.2,50,50,1398,10012,가산1리
13,355000665,0,0,가산1리(용산리방면),가산1리,128.2983486,36.32993268,260,3550049200,128.2983429,36.32993984,5,1953.5,50,50,1460,10013,가산1리
14,355000667,0,0,가산리,가산리,128.2969288,36.3185676,296,3550049300,128.2969434,36.31860122,3,1475.5,50,50,1387,10014,가산리
16,355000442,0,0,강동병원앞,강동병원앞,128.423873,36.09574398,223,3550090800,128.4238597,36.0957708,1,180,50,50,1061,10016,강동병원앞
17,355000453,0,0,강정(봉한2리방면),강정,128.3604799,36.19232255,209,3550016900,128.3604579,36.19233124,1,987.7,50,50,,10017,강정
18,355000743,0,0,강정(해평버스정류장방면),강정,128.3606309,36.19240874,34,3550059700,128.3606452,36.19239641,1,1318.3,50,50,,10018,강정
19,355000487,0,0,경남아너스빌건너,경남아너스빌,128.3438951,36.16064024,91,3550022200,128.3438788,36.16069471,1,66.6,50,50,1382,10019,경남아너스빌
20,355000776,0,0,경남아너스빌앞,경남아너스빌,128.3444044,36.16076243,289,3550064900,128.3444052,36.16076935,3,857.5,50,50,1301,10020,경남아너스빌
21,355000575,0,0,경북외고앞,경북외고,128.3236299,36.12337865,235,3550036600,128.323679,36.1232902,2,484.3,50,50,,10021,경북외고
22,355000873,0,0,경북외고건너,경북외고,128.3244933,36.12340713,65,3550078800,128.3244475,36.12348424,1,378,50,50,,10022,경북외고
23,355000402,0,0,경운대학교입구(교외방면),경운대학입구,128.4664116,36.16240128,210,3550011100,128.4664827,36.16237962,2,541.4,50,50,,10023,경운대학입구
24,355000404,0,0,경운대학교입구건너,경운대학입구,128.467186,36.16205471,109,3550011400,128.4671754,36.16203633,1,66,50,50,,10024,경운대학입구
25,355000702,0,0,경운대학교입구(교내방면),경운대학입구,128.4666999,36.16234222,30,3550053600,128.4666192,36.16236681,1,12.4,50,50,,10025,경운대학입구
26,355000403,0,0,경운대학교,경운대학교,128.4677203,36.16706214,510,3550011100,128.4677185,36.16705325,1,1,50,50,1096,10026,경운대학교
27,355000557,0,0,고려병원삼거리(지산1동방면),고려병원삼거리,128.3456269,36.12641232,298,3550034900,128.3455804,36.12634176,1,198.6,50,50,,10027,고려병원삼거리
28,355000859,0,0,고려병원삼거리(구미종합터미널방면),고려병원삼거리,128.3438231,36.12701593,124,3550076400,128.3438744,36.12707618,1,155.5,50,50,,10028,고려병원삼거리
29,355000860,0,0,고려병원앞,고려병원앞,128.344653,36.12601212,23,3550076600,128.3445749,36.12604423,1,13.8,50,50,,10029,고려병원앞
30,355000446,0,0,고아농공단지건너,고아농공단지,128.3248786,36.21264769,124,3550016500,128.3249292,36.21270365,2,502.9,50,50,,10030,고아농공단지
31,355000616,0,0,고아농공단지앞,고아농공단지,128.3243276,36.21325735,301,3550042700,128.3242934,36.21321207,3,657.2,50,50,,10031,고아농공단지
32,355000597,0,0,낙동강부대앞,낙동강부대건너,128.3541926,36.16965013,155,3550039600,128.3542413,36.16966715,3,1894.4,50,50,1109,10032,낙동강부대앞
33,355000893,0,0,낙동강부대건너,낙동강부대앞,128.3543317,36.16987051,346,3550081800,128.3542936,36.16983782,1,722.3,50,50,1404,10033,낙동강부대건너
34,355000452,0,0,고아신촌(횡산입구방면),고아신촌,128.2965009,36.20174602,243,3550016800,128.2965016,36.20175123,2,1713.5,50,50,,10034,고아신촌
35,355000737,0,0,고아신촌(파산리방면),고아신촌,128.2963519,36.20165466,96,3550059000,128.2963501,36.20163438,1,1246,50,50,,10035,고아신촌
36,355000451,0,0,고아에덴아파트건너,고아에덴아파트,128.3102317,36.22514058,149,3550016600,128.3103599,36.22519564,1,121.5,50,50,,10036,고아에덴아파트
37,355000742,0,0,고아에덴아파트앞,고아에덴아파트,128.3108658,36.22483159,341,3550059300,128.3107278,36.22478364,3,1439.2,50,50,,10037,고아에덴아파트
38,355000447,0,0,고아읍행정복지센터건너,고아읍주민센터,128.3267911,36.21134824,135,3550016500,128.3268413,36.21139545,3,728,50,50,,10038,고아읍행정복지센터건너
39,355000617,0,0,고아초등학교앞,고아초등학교앞,128.3270058,36.2115131,313,3550042700,128.3269515,36.21146126,2,348.9,50,50,,10039,고아초등학교앞
40,355000448,0,0,고아정류장,고아정류장,128.3295711,36.20899211,510,3550000500,128.3295769,36.20899981,1,45.2,50,50,,10040,고아정류장
41,355000618,0,0,고아읍행정복지센터앞,고아읍행정복지센터앞,128.3293266,36.20984276,311,3550042700,128.32928,36.20978995,1,69.1,50,50,1391,10041,고아읍행정복지센터앞
42,355000477,0,0,파라디아A건너,파라디아A,128.3818761,36.10386082,182,3550100000,128.3819645,36.10379654,2,261,50,50,1073,10042,파라디아A
43,355000760,0,0,파라디아A앞,파라디아A,128.3822055,36.10349121,0,3550100100,128.3821091,36.10351532,1,152.4,50,50,1075,10043,파라디아A
44,355000478,0,0,공단3주공건너,공단3주공건너,128.3819002,36.10593385,183,3550100000,128.3819564,36.10592581,1,30.7,50,50,1073,10044,공단3주공건너
45,355000761,0,0,공단3주공앞,공단3주공,128.3821894,36.10602223,1,3550100100,128.3821171,36.10600616,2,447.5,50,50,1072,10045,공단3주공
46,355000479,0,0,공단본부앞,공단본부,128.3790454,36.11108779,270,3550021200,128.3790476,36.11099173,1,90.2,50,50,,10046,공단본부
47,355000768,0,0,공단본부건너,공단본부,128.3767944,36.11076986,87,3550063700,128.3767946,36.110878,1,105.7,50,50,,10047,공단본부
48,355000755,0,0,광명빌딩앞,광명빌딩앞,128.3634671,36.10639426,12,3550061800,128.3633578,36.10640785,2,488.7,50,50,,10048,광명빌딩앞
49,355000474,0,0,광평동노인회관,광평동노인회관,128.3663258,36.10686192,179,3550020600,128.3663648,36.1068622,2,445.9,50,50,,10049,광평동노인회관
50,355000475,0,0,광평동행정복지센터앞,광평동주민센터,128.366344,36.10383399,177,3550020600,128.3663801,36.10383451,3,781.9,50,50,,10050,광평동행정복지센터앞
51,355000757,0,0,광평동행정복지센터건너,광평동주민센터,128.3665492,36.10384492,358,3550062100,128.3665132,36.10384465,1,197.5,50,50,,10051,광평동행정복지센터건너
52,355000465,0,0,광평동푸르지오아파트앞,광평동푸르지오아,128.3656498,36.1021251,266,3550019500,128.3656499,36.10209875,1,74.5,50,50,,10052,광평동푸르지오아파트
53,355000756,0,0,광평동푸르지오아파트건너,광평동푸르지오아,128.3648717,36.10196117,88,3550061900,128.3648716,36.10198778,1,179,50,50,,10053,광평동푸르지오아파트
54,355000393,0,0,괴곡1리(괴곡3거리방면),괴곡1리,128.4134956,36.17264163,131,3550010400,128.4134808,36.17262805,6,3058.3,50,50,,10054,괴곡1리
55,355000693,0,0,괴곡1리(괴곡2리방면),괴곡1리,128.413456,36.1727656,313,3550052900,128.4134707,36.17277916,2,726.7,50,50,,10055,괴곡1리
56,355000394,0,0,괴곡2리(괴곡1리방면),괴곡2리,128.4081792,36.17740948,142,3550010400,128.4081616,36.17739845,5,2341.9,50,50,,10056,괴곡2리
57,355000694,0,0,괴곡2리(문양리방면),괴곡2리,128.4080171,36.17770862,322,3550052900,128.4080351,36.17771908,3,1464.1,50,50,,10057,괴곡2리
58,355000395,0,0,괴곡3거리,괴곡3거리,128.415797,36.16706951,146,3550010400,128.4157793,36.16705868,7,3738.6,50,50,1324,10058,괴곡3거리
60,355000695,0,0,괴곡3거리(괴곡1리방면),괴곡3거리,128.4153566,36.16834425,344,3550052900,128.4153783,36.16834841,1,176.9,50,50,,10060,괴곡3거리
61,355000595,0,0,괴평,괴평,128.3726668,36.17130735,80,3550039400,128.3726396,36.17136727,1,321.3,50,50,1092,10061,괴평
62,355000596,0,0,괴평무지개아파트건너,괴평무지개아파트,128.3675856,36.16966569,242,3550039500,128.3675734,36.16968553,1,172.1,50,50,,10062,괴평무지개아파트
63,355000890,0,0,괴평무지개아파트앞,괴평무지개아파트,128.3677771,36.16895773,64,3550094200,128.3677172,36.16899041,1,301.9,50,50,1372,10063,괴평무지개아파트
64,353000101,0,0,송천4리입구,송천4리입구,128.2835441,36.14921124,134,3530001500,128.2835281,36.14919299,2,1030.4,50,50,,10064,송천4리입구
65,355000454,0,0,구미대학교앞,구미대학,128.289086,36.14881246,295,3550131100,128.2890534,36.14869263,1,89,50,50,1372,10065,구미대학교앞
66,355000907,0,0,송천4리입구건너,송천4리입구건너,128.283611,36.14925036,326,3530002800,128.2836297,36.14926708,1,394.3,50,50,,10066,송천4리입구건너
67,355000744,0,0,구미대학교건너,구미대학,128.2863379,36.14970546,112,3550131000,128.2863488,36.1498144,1,33,50,50,1220,10067,구미대학교건너
68,355000322,0,0,구미남고앞,구미남고,128.3324294,36.1374931,364,3550002700,128.3323559,36.13749217,1,184.5,50,50,,10068,구미남고
69,355000630,0,0,구미남고건너,구미남고,128.3321461,36.13790165,177,3550044900,128.3322175,36.13790123,6,1824.5,50,50,1033,10069,구미남고
70,355000347,0,0,구미레미콘건너,구미레미콘,128.4105021,36.0881293,180,3550005300,128.4105734,36.08812953,4,1940.2,50,50,,10070,구미레미콘
71,355000652,0,0,구미레미콘앞,구미레미콘앞,128.4107811,36.08782024,355,3550048200,128.4107086,36.08782002,1,21.5,50,50,1073,10071,구미레미콘앞
72,355000519,0,0,축산물 유통센터건너,구미버스 차고지,128.309179,36.13029239,280,3550025400,128.3091899,36.13024337,1,470.8,50,50,1425,10072,구미버스 차고지
73,355000855,0,0,구미가톨릭요양병원,구미병원,128.3349366,36.13469703,124,3550075400,128.3350065,36.13478207,1,269.4,50,50,1113,10073,구미가톨릭요양병원
74,355000468,0,0,구미세무서앞,구미세무서,128.3835073,36.11109129,270,3550020000,128.3835073,36.11098757,1,169.6,50,50,,10074,구미세무서
75,355000758,0,0,구미세무서건너,구미세무서,128.3830868,36.11077564,91,3550062300,128.3830867,36.11087924,1,92.2,50,50,,10075,구미세무서
76,355000323,0,0,구미여고,구미여고,128.3311962,36.14460079,345,3550002700,128.331124,36.14458269,3,989,50,50,,10076,구미여고
77,355000874,0,0,구미여중건너,구미여중,128.3267747,36.12374387,85,3550078800,128.3267741,36.12380489,2,594.2,50,50,,10077,구미여중
78,355000576,0,0,구미여중앞,구미여중앞,128.3267569,36.1239726,266,3550036600,128.3267583,36.12391294,1,192.3,50,50,,10078,구미여중앞
79,355000555,0,0,구미역(중앙시장),구미역,128.3298341,36.12962183,296,3550032400,128.3298127,36.12959019,1,131.3,50,50,1118,10079,구미역(중앙시장)
80,355000853,0,0,구미역,구미역,128.3293215,36.12963461,114,3550074700,128.3293408,36.12966527,2,577.6,50,50,,10080,구미역
81,355000915,0,0,구미역(김천행),구미역(김천행),128.328432,36.130215,296,3550032400,128.328432,36.130215,2,180,50,50,,10081,구미역(김천행)
82,355000854,0,0,구미역(선산노선정류장),구미역(선산노선,128.3295658,36.12953268,116,3550074700,128.329585,36.12956362,3,602.3,50,50,,10082,구미역(선산노선정류장)
83,355000510,0,0,구미원예공사건너,구미원예공사,128.2759074,36.33052712,177,3550024700,128.2758856,36.33052578,1,1664.1,50,50,,10083,구미원예공사
84,355000796,0,0,구미원예공사앞,구미원예공사,128.2760345,36.33012144,355,3550067000,128.276057,36.33012281,6,4032.6,50,50,1398,10084,구미원예공사
85,355000390,0,0,구미전자공고입구,구미전자공고입구,128.4040831,36.11118287,264,3550133800,128.4040831,36.11107038,1,185,50,50,1265,10085,구미전자공고입구
86,355000412,0,0,구미전자정보기술원(청년창업랩),구미전자정보기술,128.4402798,36.14083988,270,3550109900,128.4402852,36.14081809,4,721.6,50,50,1404,10086,구미전자정보기술원
87,355000540,0,0,구미정보여고건너,구미정보여고,128.3418136,36.1092051,241,3550028900,128.3418347,36.10917431,1,203.1,50,50,1273,10087,구미정보여고
88,355000838,0,0,구미정보여고,구미정보여고,128.3414896,36.10885355,61,3550071200,128.3414683,36.10888524,1,221.8,50,50,1273,10088,구미정보여고
89,355000330,0,0,구미종합터미널건너,구미종합터미널건,128.3508489,36.12267599,209,3550003100,128.3509076,36.12264986,1,131,50,50,1279,10089,구미종합터미널건너A
90,355000328,0,0,구미종합터미널안,구미종합터미널안,128.3520152,36.12246136,510,3550045200,128.3520247,36.12245673,1,102.1,50,50,,10090,구미종합터미널안
91,355000900,0,0,구미종합터미널앞,구미종합터미널앞,128.3510414,36.12252942,17,3550082700,128.3509914,36.12254841,1,116.6,50,50,,10091,구미종합터미널앞
92,355000603,0,0,오성예식장앞,오성예식장앞,128.351442,36.12119339,108,3550040500,128.3514614,36.12125029,1,116.7,50,50,,10092,오성예식장앞
93,355000324,0,0,구미중학교건너,구미중학교,128.3311099,36.14806354,359,3550002700,128.3311045,36.14806354,4,1274.9,50,50,1398,10093,구미중학교
94,355000631,0,0,구미중학교앞,구미중학교,128.3308222,36.14739747,177,3550044900,128.3308984,36.14739935,3,752.3,50,50,,10094,구미중학교
95,355000513,0,0,구봉리(옥관입구방면),구봉,128.2769559,36.34671204,226,3550024800,128.2769407,36.34672497,1,414.5,50,50,,10095,구봉
96,355000799,0,0,구봉리(낙동출발방면),구봉,128.276969,36.3466227,47,3550067100,128.2769845,36.34660949,2,465.3,50,50,,10096,구봉
97,355000887,0,0,구운초등학교건너(괴평방면),구운초등학교,128.3696456,36.17009572,348,3550093600,128.3695572,36.17003144,1,51,50,50,1118,10097,구운초등학교
98,355000891,0,0,구운초등학교건너(다식수도가압장방면),구운초등학교,128.3692688,36.17001689,47,3550081500,128.3693539,36.17005342,2,482.3,50,50,1397,10098,구운초등학교
99,355000892,0,0,구운초등학교앞,구운초등학교,128.3694523,36.17020151,235,3550081600,128.369439,36.17021848,1,359,50,50,,10099,구운초등학교
100,355000903,0,0,구평 부영2단지,구평 부영2단지,128.4422341,36.09308318,279,3550083700,128.442223,36.09297997,1,61.8,50,50,,10100,구평 부영2단지
101,355000435,0,0,구평 부영7단지,구평 부영7단지,128.4360943,36.08972865,98,3550014900,128.4360995,36.08978766,2,515.9,50,50,,10101,구평 부영7단지
102,355000436,0,0,구평 부영8단지,구평 부영8단지,128.4403586,36.08952861,91,3550014900,128.4403625,36.08958718,3,900.5,50,50,,10102,구평 부영8단지
103,355000437,0,0,구평1동(구평부영2단지방면),구평1동,128.4427479,36.09019366,7,3550014900,128.4426757,36.09019913,4,1172.2,50,50,,10103,구평1동
104,355000439,0,0,구평1동(구평1동불바위방면),구평1동,128.4412559,36.09283595,96,3550015100,128.4412671,36.09293918,3,782.6,50,50,1285,10104,구평1동
105,355000731,0,0,구평예다음아파트2차,구평예다음아파트,128.4456187,36.09277804,274,3550086300,128.4456132,36.09275626,1,200,50,50,1068,10105,구평예다음아파트2차
106,355000469,0,0,구평1동불바위,구평1동널바위,128.4443001,36.09271095,96,3550086400,128.4443019,36.09272887,1,125.7,50,50,1285,10106,구평1동널바위
107,355000470,0,0,구평2동,구평2동,128.4567755,36.09272585,74,3550123600,128.4567428,36.09285658,3,902,50,50,1130,10107,구평2동
108,355000440,0,0,구평부영아파트(5단지앞),구평부영아파트,128.4376062,36.09313712,95,3550015100,128.4376209,36.09324001,2,452.5,50,50,,10108,구평부영아파트
109,355000904,0,0,구평부영아파트(1단지앞),구평부영아파트,128.4391225,36.09331537,274,3550083700,128.4391109,36.09321219,2,343.3,50,50,,10109,구평부영아파트
110,355000732,0,0,구평새월못,구평세월못,128.4565609,36.0930414,254,3550123700,128.4566045,36.09296514,2,825,50,50,1399,10110,구평세월못
111,355000471,0,0,구평초등학교앞,구평초등학교,128.4520763,36.09219395,86,3550123600,128.4520545,36.09234647,2,475,50,50,1130,10111,구평초등학교
112,355000733,0,0,구평초등학교건너,구평초등학교,128.4511372,36.09253443,268,3550123700,128.4511699,36.09245817,3,1322,50,50,1130,10112,구평초등학교
113,355000472,0,0,구평예다음아파트A,구평예다음아파트,128.4474588,36.09242002,92,3550123600,128.4474914,36.09249628,1,65,50,50,1130,10113,구평예다음아파트A
115,355000384,0,0,구포동(구포전원타운방면),구포동,128.4166271,36.13372181,188,3550009100,128.4167541,36.13370553,2,339.7,50,50,,10115,구포동
116,355000686,0,0,구포동(4공단입구방면),구포동,128.4170251,36.13372794,11,3550051600,128.4168956,36.13374023,1,46.3,50,50,,10116,구포동
117,355000378,0,0,구포전원타운건너,구포전원타운,128.416191,36.13135889,191,3550008800,128.4163091,36.13133716,1,225.7,50,50,,10117,구포전원타운
118,355000683,0,0,구포전원타운앞,구포전원타운,128.4165332,36.13126127,8,3550051300,128.4164341,36.13127203,5,2897.6,50,50,,10118,구포전원타운
119,355000552,0,0,구미역 전(국민은행),국민은행,128.3322865,36.12861582,293,3550032200,128.3322647,36.12858454,2,462.1,50,50,1118,10119,구미역 전(국민은행)
120,355000359,0,0,궁기2리(도개정류장방면),궁기2리,128.3393714,36.29963619,281,3550006800,128.3393768,36.29964123,4,2223.7,50,50,1354,10120,궁기2리
121,355000619,0,0,궁기2리(궁기2리재궁방면),궁기2리,128.3392485,36.29955611,75,3550042900,128.3392557,36.29953576,1,862.8,50,50,1412,10121,궁기2리
122,355000360,0,0,궁기2리재궁앞,궁기2리재궁,128.345928,36.29461341,293,3550006800,128.3459049,36.29460244,3,1379.3,50,50,1354,10122,궁기2리재궁
123,355000620,0,0,궁기2리재궁건너,궁기2리제궁,128.3455647,36.29462835,134,3550042900,128.3455455,36.29461968,2,1682.2,50,50,,10123,궁기2리제궁
124,355000632,0,0,귀빈맨션(구미여고),귀빈맨션(구미여,128.330865,36.14478695,179,3550044900,128.3309362,36.14479389,4,1041.5,50,50,1033,10124,귀빈맨션(구미여고)
125,355000343,0,0,금산,금산,128.5216403,36.16469593,244,3550005000,128.5216202,36.16470975,5,3637.3,50,50,1426,10125,금산
126,355000351,0,0,금호1리(금호2리방면),금오1리,128.3782985,36.21737538,137,3550115200,128.3783547,36.21744769,1,292,50,50,1412,10126,금오1리
127,355000657,0,0,금호1리(송곡리방면),금오1리,128.3783065,36.21772088,318,3550115300,128.3782985,36.21764857,1,20,50,50,1412,10127,금오1리
128,355000565,0,0,금오고등학교입구,금오고등학교입구,128.3567494,36.10905501,167,3550035800,128.3567984,36.10906369,1,553.1,50,50,1443,10128,금오고등학교입구
129,355000865,0,0,금오고등학교입구건너,금오고등학교입구,128.3570323,36.10888754,347,3550078100,128.3569819,36.10887974,2,574.2,50,50,1443,10129,금오고등학교입구
130,355000372,0,0,금오공대입구(금오공대종점방면),금오공대정문,128.3971135,36.13929449,330,3550008400,128.3970565,36.13926977,1,353,50,50,1285,10130,금오공대정문
131,355000678,0,0,금오공대입구(옥계중학교방면),금오공대정문,128.3967393,36.13948442,149,3550051100,128.3967592,36.13949287,1,404.2,50,50,1285,10131,금오공대정문
132,355000373,0,0,금오공대종점,금오공대종점,128.3943957,36.14317057,510,3550008400,128.3945755,36.14236984,2,793,50,50,1425,10132,금오공대종점
133,355000875,0,0,금오랜드앞,금오랜드앞,128.3153296,36.11352559,29,3550078900,128.3153225,36.11352897,1,111.3,50,50,,10133,금오랜드앞
134,355000839,0,0,금오산사거리,금오산사거리,128.3358796,36.12688792,120,3550071500,128.3358991,36.12691772,2,491.5,50,50,,10134,금오산사거리
135,355000573,0,0,금오산,금오산,128.3148489,36.11192455,260,3550085000,128.3148408,36.11175582,1,19.6,50,50,1130,10135,금오산
136,355000574,0,0,금오산출발,금오산출발,128.3149034,36.11247203,324,3550084500,128.314884,36.11246331,1,77.6,50,50,,10136,금오산출발
137,355000857,0,0,원평동 행정복지 센터 앞,원평동 행정복지센터,128.3388928,36.12581949,293,3550076000,128.3388709,36.12579332,1,132.8,50,50,,10137,원평동 행정복지 센터 앞
138,355000556,0,0,금오시장 건너,금오시장입구,128.339623,36.12527783,121,3550033800,128.3396442,36.12530473,2,232.3,50,50,,10138,금오시장 건너
139,355000458,0,0,금오여고앞,금오여고,128.3465998,36.14204411,190,3550017700,128.3467461,36.142023,3,490.6,50,50,,10139,금오여고
140,355000748,0,0,금오여고건너,금오여고,128.3468266,36.14103949,9,3550060100,128.3467091,36.14105151,2,429.9,50,50,,10140,금오여고
141,355000856,0,0,원평119안전센터,원평119안전센터,128.3404408,36.12891423,122,3550075600,128.3404909,36.12897381,1,183.1,50,50,1130,10141,원평119안전센터
142,355000486,0,0,금오중학교건너,금오중학교,128.3701346,36.08662581,286,3550125800,128.3700802,36.08657134,1,78,50,50,1141,10142,금오중학교
143,355000774,0,0,금오중학교앞,금오중학교,128.3700859,36.08634556,104,3550125900,128.3701186,36.08643272,1,199,50,50,1141,10143,금오중학교
144,355000483,0,0,삼도뷰앤빌앞삼거리,삼도뷰앤빌앞삼거리,128.3644345,36.08737995,250,3550091000,128.3644321,36.08738349,2,211,50,50,1064,10144,삼도뷰앤빌앞삼거리
145,355000772,0,0,삼도뷰앤빌건너삼거리,삼도뷰앤빌앞삼거리,128.363956,36.08702075,46,3550093200,128.3640123,36.08705289,1,63,50,50,1071,10145,삼도뷰앤빌앞삼거리
146,355000541,0,0,금오초등학교건너,금오초등학교,128.3344539,36.12518086,262,3550029200,128.334495,36.12510096,1,98.3,50,50,,10146,금오초등학교
147,355000841,0,0,금오초등학교앞,금오초등학교,128.3344678,36.12490745,79,3550071600,128.334443,36.12497103,2,524.2,50,50,,10147,금오초등학교
148,355000723,0,0,금전동종점,금전동종점,128.4689116,36.12837479,270,3550143900,128.4752574,36.12836934,2,410,50,50,1441,10148,금전동종점
149,355000318,0,0,한국폴리텍대학건너,한국폴리텍대학,128.371527,36.11660432,180,3550098000,128.371744,36.11661235,1,87.8,50,50,1128,10149,한국폴리텍대학
150,355000625,0,0,한국폴리텍대학앞,한국폴리텍대학,128.3719076,36.11778275,358,3550043900,128.3718799,36.11778263,1,36.9,50,50,,10150,한국폴리텍대학
151,355000914,0,0,김천(구미)역김천행,김천구미ktx역,128.1813693,36.11389342,100,3530009600,128.1814728,36.11394244,1,44,50,50,1368,10151,김천구미ktx역김천행
152,355000335,0,0,낙산리(구미보방면),낙산리,128.3497648,36.25361028,193,3550003400,128.3497436,36.25361462,3,2060.2,50,50,,10152,낙산리
153,355000644,0,0,낙산리(칠창방면),낙산리,128.3497714,36.2532703,10,3550046800,128.3497934,36.2532675,2,2884.7,50,50,1423,10153,낙산리
154,355000514,0,0,남구미자동차학원건너,남구미자동차학원,128.3535503,36.07928507,220,3550024900,128.3535882,36.07925874,1,104.3,50,50,,10154,남구미자동차학원
155,355000800,0,0,남구미자동차학원앞,남구미자동차학원,128.3539999,36.07942094,42,3550067200,128.3539619,36.07944725,3,977.7,50,50,1382,10155,남구미자동차학원
156,355000445,0,0,내고1리입구앞,내고1리입구,128.2780129,36.22611728,251,3550016400,128.2780164,36.22611568,1,2126.4,50,50,,10156,내고1리입구
157,355000736,0,0,내고1리입구건너,내고1리입구,128.2780278,36.22600154,80,3550058900,128.278027,36.22600437,1,23,50,50,,10157,내고1리입구
158,355000581,0,0,내고리(북산2리방면),내고리,128.2644559,36.22597033,186,3550038300,128.2644182,36.22597391,1,1461.2,50,50,,10158,내고리
159,355000880,0,0,내고리(내고1리입구방면),내고리,128.2645426,36.22577345,331,3550080500,128.2645498,36.22578115,2,1313,50,50,,10159,내고리
160,355000759,0,0,LIG넥스원건너,LIG넥스원건너,128.3853548,36.11574551,182,3550098700,128.3854129,36.11574463,1,425.7,50,50,1071,10160,LIG넥스원건너
161,355000467,0,0,LIG넥스원앞,LIG넥스원건너,128.3855943,36.11576432,0,3550098900,128.3855235,36.11578066,1,25.7,50,50,1089,10161,LIG넥스원건너
162,355000379,0,0,효성티앤에스,효성티앤에스,128.4101815,36.12433277,180,3550008800,128.410254,36.1243355,4,1396.8,50,50,,10162,효성티앤에스
163,355000490,0,0,농산물도매시장앞,농산물도매시장앞,128.3518667,36.15638706,187,3550022600,128.3519321,36.15638706,1,290,50,50,1382,10163,농산물도매시장앞
164,355000780,0,0,농산물도매시장건너,농산물도매시장,128.3522145,36.15636663,10,3550065200,128.3520247,36.1563936,1,172.6,50,50,,10164,농산물도매시장
165,355000511,0,0,농소2리이곡(옥성방면),농소2리이곡,128.280516,36.31356766,185,3550024700,128.2804941,36.31356902,5,3652.8,50,50,1398,10165,농소2리이곡
166,355000797,0,0,농소2리이곡(화훼단지주유소방면),농소2리이곡,128.2805777,36.31337,1,3550067000,128.2806,36.3133669,2,2066.1,50,50,,10166,농소2리이곡
167,355000840,0,0,농협,농협,128.3331997,36.12802335,118,3550071500,128.3332216,36.12805993,1,219,50,50,,10167,농협
168,355000901,0,0,농협파머스마켓,농협파모스마켓,128.3528243,36.12156098,27,3550082800,128.3527983,36.12157504,1,70.2,50,50,1102,10168,농협파머스마켓
169,355000515,0,0,오태늘푸른아파트,늘푸른아파트,128.3493242,36.07180632,243,3550025000,128.3493966,36.07172597,1,69.8,50,50,1398,10169,늘푸른아파트
170,355000355,0,0,다곡1리마을회관,다곡1리마을회관,128.3674101,36.28709505,303,3550006200,128.367414,36.28711294,1,419,50,50,,10170,다곡1리마을회관
171,355000352,0,0,다곡다항(다곡1리마을회관방면),다곡다항,128.3763996,36.28282929,316,3550089700,128.3763514,36.28282126,2,1720,50,50,1423,10171,다곡다항
172,355000658,0,0,다곡다항(땅재입구방면),다곡다항,128.3760059,36.28282929,141,3550092100,128.3760381,36.28290964,1,814.9,50,50,1109,10172,다곡다항
173,355000661,0,0,다곡리,다곡리,128.3672795,36.2870427,100,3550049100,128.3672751,36.28702395,3,1000.1,50,50,1454,10173,다곡리
174,355000593,0,0,다식수도가압장(다식종점방면),다식수도가압장,128.3707605,36.16644983,179,3550091500,128.3708368,36.16649886,1,372,50,50,1092,10174,다식수도가압장
175,355000888,0,0,다식수도가압장(구운초등학교방면),다식수도가압장,128.370935,36.16618869,10,3550093700,128.3709154,36.16619737,1,258,50,50,1092,10175,다식수도가압장
