BRT_ID,BRT_DIRECTION,BRT_CLASS,BRN_IN_OCCURYMDHMS,BRN_OUT_OCCURYMDHMS,BNODE_KNAME,BNODE_X,BNODE_Y
360,역방향,0,2021-11-03 10:14:48,2021-11-03 10:15:32,북삼중학교,128.3432451,36.07129395
23,순환,0,2021-11-03 10:14:50,2021-11-03 10:16:47,터미널네거리,128.434978,36.15415266
53,역방향,0,2021-11-03 10:14:56,2021-11-03 10:16:41,구미종합터미널건너,128.3508489,36.12267599
53-1,역방향,1,2021-11-03 10:15:05,2021-11-03 10:16:03,아포한마음아파트건너,128.2630024,36.15881109
187,순환,0,2021-11-03 10:15:08,2021-11-03 10:15:32,동아백화점앞,128.3483751,36.11983363
140,순환,0,2021-11-03 10:15:11,2021-11-03 10:15:32,엘지PDP옆A,128.3821975,36.11022453
884,정방향,0,2021-11-03 10:15:11,2021-11-03 10:15:28,삼학리입구,128.4906043,36.10530392
195,정방향,0,2021-11-03 10:15:13,2021-11-03 10:15:23,구미경찰서건너,128.3626142,36.11631541
24,순환,0,2021-11-03 10:15:16,2021-11-03 10:15:30,원평2동행정복지센터건너,128.325838,36.13129062
884-1,역방향,1,2021-11-03 10:15:18,2021-11-03 10:15:26,롯데마트앞,128.3640135,36.11334734
340,순환,0,2021-11-03 10:15:19,2021-11-03 10:15:41,농협,128.3331997,36.12802335
11,정방향,4,2021-11-03 10:15:20,2021-11-03 10:15:30,금오시장 건너,128.339623,36.12527783
185,역방향,0,2021-11-03 10:15:20,2021-11-03 10:15:31,비산초등건너,128.3736036,36.11966161
885,역방향,0,2021-11-03 10:15:20,2021-11-03 10:15:37,다부리 전적기념관,128.5206211,36.04629405
90,역방향,0,2021-11-03 10:15:25,2021-11-03 10:15:34,괴곡2리(괴곡1리방면),128.4081792,36.17740948
111,역방향,0,2021-11-03 10:15:25,2021-11-03 10:15:51,롯데마트앞,128.3640135,36.11334734
53,정방향,3,2021-11-03 10:15:26,2021-11-03 10:15:49,도량2동(미소지움아파트건너방면),128.3215169,36.13773999
380,역방향,0,2021-11-03 10:15:27,2021-11-03 10:15:33,수도가압장(SK실트론건너방면),128.4148276,36.1112048
360,정방향,0,2021-11-03 10:15:27,2021-11-03 10:15:35,상모우방2단지앞,128.3568039,36.08377758
170,역방향,2,2021-11-03 10:15:28,2021-11-03 10:15:35,문성새마을(농산물도매시장방면),128.3499926,36.1503062
5200,역방향,0,2021-11-03 10:15:28,2021-11-03 10:15:46,용시(김천행),128.172616,36.11969057
174,정방향,0,2021-11-03 10:15:28,2021-11-03 10:16:04,오로삼거리,128.3206178,36.21456073
90,역방향,1,2021-11-03 10:15:29,2021-11-03 10:15:43,인동농협양포지점 건너,128.416775,36.14695737
181,정방향,0,2021-11-03 10:15:30,2021-11-03 10:15:36,LS전선,128.3879817,36.11076285
53,정방향,1,2021-11-03 10:15:30,2021-11-03 10:16:32,부곡장지터(부곡진줄방면),128.2954782,36.14614397
10,역방향,0,2021-11-03 10:15:31,2021-11-03 10:15:55,황상현대아파트앞,128.4236464,36.11085496
360,정방향,0,2021-11-03 10:15:32,2021-11-03 10:15:42,형곡네거리,128.3387627,36.11679033
192,역방향,0,2021-11-03 10:15:33,2021-11-03 10:16:07,금오공대종점,128.3943957,36.14317057
140,순환,0,2021-11-03 10:15:34,2021-11-03 10:16:17,송정동번개시장건너,128.3405662,36.1212612
184,역방향,0,2021-11-03 10:15:34,2021-11-03 10:15:40,터미널네거리(송원고가밑방면),128.3482793,36.12230851
111,역방향,0,2021-11-03 10:15:35,2021-11-03 10:15:46,상모농협건너,128.3586395,36.08871377
92,정방향,0,2021-11-03 10:15:35,2021-11-03 10:15:41,엘지이노텍건너,128.4135597,36.12678134
195,정방향,0,2021-11-03 10:15:35,2021-11-03 10:15:57,롯데마트건너,128.3632289,36.11409104
890,정방향,0,2021-11-03 10:15:36,2021-11-03 10:15:43,문량리(오상리방면),128.3983206,36.18257178
57,정방향,0,2021-11-03 10:15:37,2021-11-03 10:17:42,금오산사거리,128.3358796,36.12688792
340-2,순환,6,2021-11-03 10:15:38,2021-11-03 10:15:48,강산타운아파트앞,128.3596194,36.12132193
884-1,역방향,1,2021-11-03 10:15:39,2021-11-03 10:15:47,구미경찰서,128.3632418,36.11616768
101,순환,0,2021-11-03 10:15:39,2021-11-03 10:15:51,삼도뷰앤빌건너삼거리,128.363956,36.08702075
162,정방향,0,2021-11-03 10:15:40,2021-11-03 10:15:48,태광산업,128.3767277,36.09903962
160,정방향,1,2021-11-03 10:15:41,2021-11-03 10:15:50,인평2리마을회관건너,128.3377454,36.06065676
5100,역방향,0,2021-11-03 10:15:42,2021-11-03 10:15:52,삼각로타리(성남교방면),128.1238468,36.11948679
11,정방향,4,2021-11-03 10:15:42,2021-11-03 10:16:17,송원고가밑(터미널네거리방면),128.3421501,36.12386997
380,정방향,0,2021-11-03 10:15:43,2021-11-03 10:16:10,e편한세상 금오파크정문,128.3541565,36.10511115
196,정방향,0,2021-11-03 10:15:43,2021-11-03 10:15:51,옥계중학교건너,128.4114203,36.13640645
380,역방향,0,2021-11-03 10:15:44,2021-11-03 10:15:50,SK실트론1공장,128.4117341,36.11117266
90,정방향,0,2021-11-03 10:15:44,2021-11-03 10:15:56,인동농협양포지점 건너,128.416775,36.14695737
181,역방향,0,2021-11-03 10:15:44,2021-11-03 10:16:01,구미경찰서,128.3632418,36.11616768
340,순환,0,2021-11-03 10:15:45,2021-11-03 10:16:09,형곡초등학교건너,128.3393659,36.10978231
26,역방향,0,2021-11-03 10:15:45,2021-11-03 10:16:05,원평119안전센터,128.3404408,36.12891423
53-1,정방향,1,2021-11-03 10:15:46,2021-11-03 10:15:59,성의중고앞,128.1369252,36.11657923
900,역방향,0,2021-11-03 10:15:47,2021-11-03 10:16:59,삼구아파트,128.4207092,36.13846753
555-1,역방향,0,2021-11-03 10:15:47,2021-11-03 10:15:55,초곡리(용전입구방면),128.1842217,36.13913893
170,정방향,2,2021-11-03 10:15:47,2021-11-03 10:16:14,예강1리(고아119안전센터앞),128.3396784,36.19970071
160,정방향,0,2021-11-03 10:15:48,2021-11-03 10:15:58,KBS네거리,128.434978,36.15415266
11,정방향,4,2021-11-03 10:15:48,2021-11-03 10:15:54,무림2리건너,128.3801655,36.02448643
340-4,순환,5,2021-11-03 10:15:49,2021-11-03 10:16:13,복지상가건너,128.3854622,36.10307033
27,역방향,0,2021-11-03 10:15:50,2021-11-03 10:16:04,대구은행앞,128.3356625,36.12718339
411,순환,0,2021-11-03 10:15:50,2021-11-03 10:16:13,농협,128.3331997,36.12802335
21,순환,0,2021-11-03 10:15:51,2021-11-03 10:16:50,제2구미교네거리,128.434978,36.15415266
186,정방향,0,2021-11-03 10:15:52,2021-11-03 10:15:59,형곡금호어울림앞,128.338457,36.11941619
91,역방향,0,2021-11-03 10:15:53,2021-11-03 10:16:21,황상중앙시장입구,128.4247959,36.113235
10,역방향,0,2021-11-03 10:15:53,2021-11-03 10:16:15,중리,128.4112894,36.0800779
111,정방향,0,2021-11-03 10:15:53,2021-11-03 10:16:00,오태2동입구건너,128.3572847,36.08289022
170,정방향,2,2021-11-03 10:15:54,2021-11-03 10:16:20,원평동(대구은행앞방면),128.3375163,36.12802591
380,역방향,0,2021-11-03 10:15:54,2021-11-03 10:16:05,형남중학교앞,128.3359752,36.10381637
881,정방향,0,2021-11-03 10:15:54,2021-11-03 10:16:01,LG디스플레이정문,128.4068363,36.11080917
360,역방향,0,2021-11-03 10:15:56,2021-11-03 10:16:12,송정여중입구건너,128.3482761,36.1156004
340,순환,0,2021-11-03 10:15:57,2021-11-03 10:16:08,푸르지오캐슬A단지,128.3374574,36.12389806
185,역방향,0,2021-11-03 10:15:58,2021-11-03 10:16:31,비산사거리(금오공대아파트건너),128.3712286,36.12048045
188,순환,0,2021-11-03 10:15:58,2021-11-03 10:16:26,강동병원앞,128.423873,36.09574398
20,순환,0,2021-11-03 10:15:59,2021-11-03 10:16:23,미소지움아파트앞,128.3238455,36.1344027
184,역방향,0,2021-11-03 10:16:00,2021-11-03 10:16:18,송원고가밑(구미역방면),128.3439691,36.12341245
411,순환,0,2021-11-03 10:16:00,2021-11-03 10:16:10,시청후문건너,128.3442194,36.12059897
340,순환,0,2021-11-03 10:16:00,2021-11-03 10:16:50,금오산사거리,128.3358796,36.12688792
187,순환,0,2021-11-03 10:16:00,2021-11-03 10:16:29,오성예식장앞,128.351442,36.12119339
5200,역방향,0,2021-11-03 10:16:01,2021-11-03 10:16:06,에듀파크앞,128.172267,36.121453
340,순환,0,2021-11-03 10:16:01,2021-11-03 10:16:18,송정여중입구건너,128.3482761,36.1156004
380,역방향,0,2021-11-03 10:16:01,2021-11-03 10:16:07,"엘지디스플레이,공장",128.4086556,36.1111251
555-1,정방향,0,2021-11-03 10:16:02,2021-11-03 10:16:08,용전,128.1817609,36.1309744
10,역방향,0,2021-11-03 10:16:02,2021-11-03 10:16:12,황상신화아파트앞,128.4215948,36.11084456
171,역방향,0,2021-11-03 10:16:02,2021-11-03 10:16:31,형곡금호어울림앞,128.338457,36.11941619
92,정방향,0,2021-11-03 10:16:03,2021-11-03 10:17:16,성원아파트앞,128.4158753,36.12879299
24,순환,0,2021-11-03 10:16:06,2021-11-03 10:16:13,원평2동산업도로(도량교방면),128.3278393,36.13316801
196,역방향,0,2021-11-03 10:16:06,2021-11-03 10:16:14,골드디움아파트,128.4349231,36.15688373
90,역방향,0,2021-11-03 10:16:06,2021-11-03 10:16:13,괴곡1리(괴곡3거리방면),128.4134956,36.17264163
90,역방향,1,2021-11-03 10:16:07,2021-11-03 10:17:29,옥계대백타운입구(4공단방면),128.4186153,36.14641877
111,역방향,0,2021-11-03 10:16:08,2021-11-03 10:16:15,구미경찰서,128.3632418,36.11616768
