BRT_ID,BRT_DIRECTION,BRT_CLASS,BRN_IN_OCCURYMDHMS,BRN_OUT_OCCURYMDHMS,BNODE_KNAME,BNODE_X,BNODE_Y
553,역방향,0,2021-10-02 05:35:47,2021-10-02 05:40:21,구미종합터미널건너,128.3508489,36.12267599
553,역방향,0,2021-10-02 05:40:45,2021-10-02 05:40:57,터미널네거리(송원고가밑방면),128.3482793,36.12230851
553,역방향,0,2021-10-02 05:41:20,2021-10-02 05:41:30,송원고가밑(구미역방면),128.3439691,36.12341245
553,역방향,0,2021-10-02 05:41:50,2021-10-02 05:41:58,금오시장 입구,128.340973,36.12474098
553,역방향,0,2021-10-02 05:42:07,2021-10-02 05:42:20,원평동 행정복지 센터 앞,128.3388928,36.12581949
553,역방향,0,2021-10-02 05:42:34,2021-10-02 05:42:40,금오산사거리,128.434978,36.15415266
553,역방향,0,2021-10-02 05:42:40,2021-10-02 05:42:51,대구은행앞,128.3356625,36.12718339
553,역방향,0,2021-10-02 05:43:41,2021-10-02 05:43:56,구미역 전(국민은행),128.3322865,36.12861582
553,역방향,0,2021-10-02 05:44:24,2021-10-02 05:47:19,구미역(김천행),128.328432,36.130215
553,역방향,0,2021-10-02 05:47:33,2021-10-02 05:47:44,원평2동행정복지센터건너,128.325838,36.13129062
553,역방향,0,2021-10-02 05:48:42,2021-10-02 05:48:52,도량2동입구(선기동교복단지건너방면),128.3217852,36.1338658
553,역방향,0,2021-10-02 05:49:43,2021-10-02 05:49:51,선기동교복단지건너,128.3124331,36.13709824
553,역방향,0,2021-10-02 05:50:05,2021-10-02 05:51:17,봉곡동입구(진주울입구방면),128.3093903,36.13855769
553,역방향,0,2021-10-02 05:52:20,2021-10-02 05:52:28,진주울입구(장흥리방면),128.3016804,36.14131902
553,역방향,0,2021-10-02 05:53:40,2021-10-02 05:53:50,장흥리(송천4리입구건너방면),128.2939104,36.14452075
553,역방향,0,2021-10-02 05:54:57,2021-10-02 05:55:14,송천4리입구건너,128.283611,36.14925036
553,역방향,0,2021-10-02 05:55:49,2021-10-02 05:55:59,하송(금계방면),128.279235,36.15265581
553,역방향,0,2021-10-02 05:57:58,2021-10-02 05:58:07,금계(구미방면),128.2742229,36.15489417
553,역방향,0,2021-10-02 05:59:23,2021-10-02 05:59:39,아포한마음아파트건너,128.2630024,36.15881109
553,역방향,0,2021-10-02 06:00:28,2021-10-02 06:00:34,아포역(아포읍행정복지센터방면),128.25718805,36.15943346
553,역방향,0,2021-10-02 06:00:52,2021-10-02 06:01:04,아포읍행정복지센터앞,128.25308399,36.15975719
