BRT_ID,BRT_DIRECTION,BRT_CLASS,BRN_IN_OCCURYMDHMS,BRN_OUT_OCCURYMDHMS,BNODE_KNAME,BNODE_X,BNODE_Y
55,정방향,2,2021-10-12 05:58:24,2021-10-12 06:00:02,김천시외버스터미널(종점),128.1178823,36.12287866
55,정방향,2,2021-10-12 06:00:34,2021-10-12 06:01:02,성내동,128.1203089,36.12067708
55,정방향,1,2021-10-12 06:01:34,2021-10-12 06:02:08,삼각로타리(중앙시장방면),128.1246156,36.11937541
55,정방향,0,2021-10-12 06:02:14,2021-10-12 06:02:43,중앙시장,128.1261101,36.1194879
55,정방향,2,2021-10-12 06:03:16,2021-10-12 06:03:23,아랫시장건너,128.1288742,36.11937541
55,정방향,1,2021-10-12 06:03:51,2021-10-12 06:04:15,감천3거리(아랫시장방면),128.1331809,36.11786483
55,정방향,0,2021-10-12 06:04:40,2021-10-12 06:04:49,성의중고앞,128.1369252,36.11657923
55,정방향,0,2021-10-12 06:05:31,2021-10-12 06:05:53,지좌동(문성중학교방면),128.1421158,36.11823444
55,정방향,1,2021-10-12 06:06:25,2021-10-12 06:06:34,문성중학교앞,128.1469208,36.11876475
55,정방향,0,2021-10-12 06:07:21,2021-10-12 06:07:31,한마음타운앞,128.1530113,36.11649888
55,정방향,1,2021-10-12 06:09:03,2021-10-12 06:09:08,덕곡동건너,128.1590325,36.11884291
55,정방향,2,2021-10-12 06:10:14,2021-10-12 06:10:21,신촌(용전방면),128.1695675,36.12437415
53,역방향,0,2021-10-12 06:10:34,2021-10-12 06:10:58,구미종합터미널건너,128.3508489,36.12267599
53,역방향,0,2021-10-12 06:11:25,2021-10-12 06:11:33,터미널네거리(송원고가밑방면),128.3482793,36.12230851
55,정방향,2,2021-10-12 06:11:28,2021-10-12 06:11:33,용전,128.1817609,36.1309744
53,역방향,0,2021-10-12 06:11:56,2021-10-12 06:12:05,송원고가밑(구미역방면),128.3439691,36.12341245
53,역방향,3,2021-10-12 06:12:10,2021-10-12 06:12:14,,128.434978,36.15415266
53,역방향,3,2021-10-12 06:12:29,2021-10-12 06:12:32,금오시장 입구,128.340973,36.12474098
55,정방향,0,2021-10-12 06:12:30,2021-10-12 06:12:36,초곡리(서원입구방면),128.1849817,36.1412226
53,역방향,1,2021-10-12 06:12:41,2021-10-12 06:12:49,원평동 행정복지 센터 앞,128.3388928,36.12581949
5000,역방향,0,2021-10-12 06:13:43,2021-10-12 06:15:12,구미종합터미널건너,128.3508489,36.12267599
55,정방향,0,2021-10-12 06:14:22,2021-10-12 06:14:30,대신(시내이방면),128.1946263,36.15256484
53,역방향,0,2021-10-12 06:14:28,2021-10-12 06:14:38,대구은행앞,128.3356625,36.12718339
5000,정방향,0,2021-10-12 06:15:19,2021-10-12 06:15:33,김천시외버스터미널(종점),128.1178823,36.12287866
53,역방향,2,2021-10-12 06:15:30,2021-10-12 06:15:40,구미역 전(국민은행),128.3322865,36.12861582
55,정방향,0,2021-10-12 06:15:55,2021-10-12 06:16:03,시내이(초산방면),128.2052198,36.15394199
53,역방향,3,2021-10-12 06:15:57,2021-10-12 06:16:10,구미역(중앙시장),128.3298341,36.12962183
5000,정방향,0,2021-10-12 06:16:04,2021-10-12 06:16:18,성내동,128.1203089,36.12067708
