노선번호,정류소순서,구간_이름
GMB883-111,39,학상공단 - 학하3리입구
GMB883-111,40,학하3리입구 - 학상칠송정(학상토실방면)
GMB883-111,41,학상칠송정(학상토실방면) - 학상토실
GMB883-111,42,학상토실 - 송학리사거리
GMB883-111,43,송학리사거리 - 송학교
GMB883-111,44,송학교 - 심곡리건너
GMB883-111,45,심곡리건너 - 바지미마을입구
GMB883-111,46,바지미마을입구 - 상장1리
GMB883-111,47,상장1리 - 상장1리 서당골
GMB883-111,48,상장1리 서당골 - 오상중고등학교앞
GMB883-111,49,오상중고등학교앞 - 장천면행정복지센터
GMB883-111,50,장천면행정복지센터 - 장천버스터미널 종점
GMB883-111,51,장천버스터미널 종점 - 하장1리(하장리앞방면)
GMB883-111,52,하장1리(하장리앞방면) - 하장3거리(묵어리방면)
GMB883-111,53,하장3거리(묵어리방면) - 묵어리(상림리입구방면)
GMB883-111,54,묵어리(상림리입구방면) - 상림리입구(유환원룸방면)
GMB883-111,55,상림리입구(유환원룸방면) - 유환원룸건너
GMB883-111,56,유환원룸건너 - 경운대학교(구미운전면허센터)입구
GMB883-111,57,경운대학교(구미운전면허센터)입구 - 경운대학교(구미운전면허센터)
GMB883-121,1,경운대학교(구미운전면허센터) - 경운대학교(구미운전면허센터)입구건너
GMB883-121,2,경운대학교(구미운전면허센터)입구건너 - 유환원룸앞
GMB883-121,3,유환원룸앞 - 상림리입구(묵어리방면)
GMB883-121,4,상림리입구(묵어리방면) - 묵어리(하장3거리방면)
GMB883-121,5,묵어리(하장3거리방면) - 하장3거리(젊은종합농기계앞)
GMB883-121,6,하장3거리(젊은종합농기계앞) - 하장1리(장천버스터미널 종점방면)
GMB883-121,7,하장1리(장천버스터미널 종점방면) - 장천버스터미널 종점
GMB883-121,8,장천버스터미널 종점 - 오상중고등학교건너
GMB883-121,9,오상중고등학교건너 - 상장1리 서당골
GMB883-121,10,상장1리 서당골 - 상장1리
GMB883-121,11,상장1리 - 바지미마을입구
GMB883-121,12,바지미마을입구 - 심곡리
GMB883-121,13,심곡리 - 송학교입구
GMB883-121,14,송학교입구 - 송학리(학상오미기방면)
GMB883-121,15,송학리(학상오미기방면) - 학상 오미기
GMB883-121,16,학상 오미기 - 학상칠송정(학하3리방면)
GMB883-121,17,학상칠송정(학하3리방면) - 학하3리
GMB883-121,18,학하3리 - 학하1리소복이
GMB883-121,19,학하1리소복이 - 학하2리 돌짝골
GMB883-121,20,학하2리 돌짝골 - 학하리
GMB883-121,21,학하리 - 새월사각지(신동새마을방면)
GMB883-121,22,새월사각지(신동새마을방면) - 신동새마을(신동입구방면)
GMB883-121,23,신동새마을(신동입구방면) - 신동입구(구평새월못방면)
GMB883-121,24,신동입구(구평새월못방면) - 구평새월못
GMB883-121,25,구평새월못 - 구평초등학교건너
GMB883-121,26,구평초등학교건너 - 구평예다음아파트2차
GMB883-121,27,구평예다음아파트2차 - 구평 부영2단지
GMB883-121,28,구평 부영2단지 - 구평부영아파트(1단지앞)
GMB883-121,29,구평부영아파트(1단지앞) - 인동고등학교입구건너
GMB883-121,30,인동고등학교입구건너 - 진평중학교입구건너
GMB883-121,31,진평중학교입구건너 - 청구아파트입구
GMB883-121,32,청구아파트입구 - 진평동(서한아파트방면)
GMB883-121,33,진평동(서한아파트방면) - 서한아파트
GMB883-121,34,서한아파트 - 인동중학교입구
GMB883-121,35,인동중학교입구 - 인동정류장(인동사거리방면)
GMB883-121,36,인동정류장(인동사거리방면) - 인동사거리
GMB883-121,37,인동사거리 - 수도가압장(SK실트론건너방면)
GMB883-121,38,수도가압장(SK실트론건너방면) - SK실트론1공장
GMB883-121,39,"SK실트론1공장 - 엘지디스플레이2,3공장"
GMB883-121,40,"엘지디스플레이2,3공장 - 구미전자공고입구"
GMB883-121,41,구미전자공고입구 - 온페이스에스디씨
GMB883-121,42,온페이스에스디씨 - 구미세무서앞
GMB883-121,43,구미세무서앞 - 공단본부앞
GMB883-121,44,공단본부앞 - LG유니참앞
GMB883-121,45,LG유니참앞 - KEC정문
GMB883-121,46,KEC정문 - 롯데마트앞
GMB883-121,47,롯데마트앞 - 구미경찰서
GMB883-121,48,구미경찰서 - 구미IC네거리(구미종합터미널건너방면)
GMB883-121,49,구미IC네거리(구미종합터미널건너방면) - 구미종합터미널건너
GMB883-121,50,구미종합터미널건너 - 터미널네거리(송원고가밑방면)
GMB883-121,51,터미널네거리(송원고가밑방면) - 송원고가밑(구미역방면)
GMB883-121,52,송원고가밑(구미역방면) - 금오시장 입구
GMB883-121,53,금오시장 입구 - 원평동 행정복지 센터 앞
GMB883-121,54,원평동 행정복지 센터 앞 - 대구은행앞
GMB883-121,55,대구은행앞 - 구미역 전(국민은행)
GMB883-121,56,구미역 전(국민은행) - 구미역(중앙시장)
GMB88310,1,구미역 - 농협
GMB88310,2,농협 - 금오산사거리
GMB88310,3,금오산사거리 - 원평동 행정복지센터 건너
GMB88310,4,원평동 행정복지센터 건너 - 금오시장 건너
GMB88310,5,금오시장 건너 - 송원고가밑(터미널네거리방면)
GMB88310,6,송원고가밑(터미널네거리방면) - 터미널네거리(오성예식장앞방면)
GMB88310,7,터미널네거리(오성예식장앞방면) - 오성예식장앞
GMB88310,8,오성예식장앞 - 구미IC네거리(구미경찰서방면)
GMB88310,9,구미IC네거리(구미경찰서방면) - 구미경찰서건너
GMB88310,10,구미경찰서건너 - 롯데마트건너
GMB88310,11,롯데마트건너 - 코오롱
GMB88310,12,코오롱 - 공단본부건너
GMB88310,13,공단본부건너 - 구미세무서건너
GMB88310,14,구미세무서건너 - LS전선
GMB88310,15,LS전선 - 동락공원입구
GMB88310,16,동락공원입구 - LG디스플레이정문
GMB88310,17,LG디스플레이정문 - 삼성에스디에스
GMB88310,18,삼성에스디에스 - 수도가압장건너편
GMB88310,19,수도가압장건너편 - 황상신화아파트건너
GMB88310,20,황상신화아파트건너 - 황상동입구(인동중학교방면)
GMB88310,21,황상동입구(인동중학교방면) - 인동중학교건너
GMB88310,22,인동중학교건너 - 인동정류장(인동사거리방면)
GMB88310,23,인동정류장(인동사거리방면) - 진평동(인동시립도서관입구방면)
GMB88310,24,진평동(인동시립도서관입구방면) - 인동시립도서관입구
GMB88310,25,인동시립도서관입구 - 진평중학교입구
GMB88310,26,진평중학교입구 - 인동고등학교입구
GMB88310,27,인동고등학교입구 - 구평부영아파트(5단지앞)
GMB88310,28,구평부영아파트(5단지앞) - 구평1동(구평1동불바위방면)
GMB88310,29,구평1동(구평1동불바위방면) - 구평1동불바위
GMB88310,30,구평1동불바위 - 구평예다음아파트A
GMB88310,31,구평예다음아파트A - 구평초등학교앞
GMB88310,32,구평초등학교앞 - 구평2동
GMB88310,33,구평2동 - 신동입구(신동새마을방면)
GMB88310,34,신동입구(신동새마을방면) - 신동새마을(새월사각지방면)
GMB88310,35,신동새마을(새월사각지방면) - 새월사각지(학하리입구방면)
GMB88310,36,새월사각지(학하리입구방면) - 학하리입구
GMB88310,37,학하리입구 - 학하2리
GMB88310,38,학하2리 - 학상공단
GMB88310,39,학상공단 - 학하3리입구
GMB88310,40,학하3리입구 - 학상칠송정(학상토실방면)
GMB88310,41,학상칠송정(학상토실방면) - 학상토실
GMB88310,42,학상토실 - 송학리사거리
GMB88310,43,송학리사거리 - 송학교
GMB88310,44,송학교 - 심곡리건너
GMB88310,45,심곡리건너 - 바지미마을입구
GMB88310,46,바지미마을입구 - 상장1리
GMB88310,47,상장1리 - 상장1리 서당골
GMB88310,48,상장1리 서당골 - 오상중고등학교앞
GMB88310,49,오상중고등학교앞 - 장천면행정복지센터
GMB88310,50,장천면행정복지센터 - 장천버스터미널 종점
GMB88320,1,장천버스터미널 종점 - 오상중고등학교건너
GMB88320,2,오상중고등학교건너 - 상장1리 서당골
GMB88320,3,상장1리 서당골 - 상장1리
GMB88320,4,상장1리 - 바지미마을입구
GMB88320,5,바지미마을입구 - 심곡리
GMB88320,6,심곡리 - 송학교입구
GMB88320,7,송학교입구 - 송학리(학상오미기방면)
GMB88320,8,송학리(학상오미기방면) - 학상 오미기
GMB88320,9,학상 오미기 - 학상칠송정(학하3리방면)
GMB88320,10,학상칠송정(학하3리방면) - 학하3리
GMB88320,11,학하3리 - 학하1리소복이
GMB88320,12,학하1리소복이 - 학하2리 돌짝골
GMB88320,13,학하2리 돌짝골 - 학하리
GMB88320,14,학하리 - 새월사각지(신동새마을방면)
GMB88320,15,새월사각지(신동새마을방면) - 신동새마을(신동입구방면)
GMB88320,16,신동새마을(신동입구방면) - 신동입구(구평새월못방면)
GMB88320,17,신동입구(구평새월못방면) - 구평새월못
GMB88320,18,구평새월못 - 구평초등학교건너
GMB88320,19,구평초등학교건너 - 구평예다음아파트2차
GMB88320,20,구평예다음아파트2차 - 구평 부영2단지
GMB88320,21,구평 부영2단지 - 구평부영아파트(1단지앞)
GMB88320,22,구평부영아파트(1단지앞) - 인동고등학교입구건너
GMB88320,23,인동고등학교입구건너 - 진평중학교입구건너
GMB88320,24,진평중학교입구건너 - 청구아파트입구
GMB88320,25,청구아파트입구 - 진평동(서한아파트방면)
GMB88320,26,진평동(서한아파트방면) - 서한아파트
GMB88320,27,서한아파트 - 인동중학교입구
GMB88320,28,인동중학교입구 - 인동정류장(인동사거리방면)
GMB88320,29,인동정류장(인동사거리방면) - 인동사거리
GMB88320,30,인동사거리 - 수도가압장(SK실트론건너방면)
GMB88320,31,수도가압장(SK실트론건너방면) - SK실트론1공장
GMB88320,32,"SK실트론1공장 - 엘지디스플레이2,3공장"
GMB88320,33,"엘지디스플레이2,3공장 - 구미전자공고입구"
GMB88320,34,구미전자공고입구 - 온페이스에스디씨
GMB88320,35,온페이스에스디씨 - 구미세무서앞
GMB88320,36,구미세무서앞 - 공단본부앞
GMB88320,37,공단본부앞 - LG유니참앞
GMB88320,38,LG유니참앞 - KEC정문
GMB88320,39,KEC정문 - 롯데마트앞
GMB88320,40,롯데마트앞 - 구미경찰서
GMB88320,41,구미경찰서 - 구미IC네거리(구미종합터미널건너방면)
GMB88320,42,구미IC네거리(구미종합터미널건너방면) - 구미종합터미널건너
GMB88320,43,구미종합터미널건너 - 터미널네거리(송원고가밑방면)
GMB88320,44,터미널네거리(송원고가밑방면) - 송원고가밑(구미역방면)
GMB88320,45,송원고가밑(구미역방면) - 금오시장 입구
GMB88320,46,금오시장 입구 - 원평동 행정복지 센터 앞
GMB88320,47,원평동 행정복지 센터 앞 - 대구은행앞
GMB88320,48,대구은행앞 - 구미역 전(국민은행)
GMB88320,49,구미역 전(국민은행) - 구미역(중앙시장)
GMB884-111,1,구미역 - 농협
GMB884-111,2,농협 - 금오산사거리
GMB884-111,3,금오산사거리 - 원평동 행정복지센터 건너
GMB884-111,4,원평동 행정복지센터 건너 - 금오시장 건너
GMB884-111,5,금오시장 건너 - 송원고가밑(터미널네거리방면)
GMB884-111,6,송원고가밑(터미널네거리방면) - 터미널네거리(오성예식장앞방면)
GMB884-111,7,터미널네거리(오성예식장앞방면) - 오성예식장앞
GMB884-111,8,오성예식장앞 - 구미IC네거리(구미경찰서방면)
GMB884-111,9,구미IC네거리(구미경찰서방면) - 구미경찰서건너
GMB884-111,10,구미경찰서건너 - 롯데마트건너
GMB884-111,11,롯데마트건너 - 코오롱
GMB884-111,12,코오롱 - 공단본부건너
GMB884-111,13,공단본부건너 - 구미세무서건너
GMB884-111,14,구미세무서건너 - LS전선
GMB884-111,15,LS전선 - 동락공원입구
GMB884-111,16,동락공원입구 - LG디스플레이정문
GMB884-111,17,LG디스플레이정문 - 삼성에스디에스
GMB884-111,18,삼성에스디에스 - 수도가압장건너편
GMB884-111,19,수도가압장건너편 - 황상신화아파트건너
GMB884-111,20,황상신화아파트건너 - 황상동입구(인동중학교방면)
GMB884-111,21,황상동입구(인동중학교방면) - 인동중학교건너
GMB884-111,22,인동중학교건너 - 인동정류장(인동사거리방면)
GMB884-111,23,인동정류장(인동사거리방면) - 진평동(인동시립도서관입구방면)
GMB884-111,24,진평동(인동시립도서관입구방면) - 인동시립도서관입구
GMB884-111,25,인동시립도서관입구 - 진평중학교입구
GMB884-111,26,진평중학교입구 - 인동고등학교입구
GMB884-111,27,인동고등학교입구 - 구평부영아파트(5단지앞)
GMB884-111,28,구평부영아파트(5단지앞) - 구평1동(구평1동불바위방면)
GMB884-111,29,구평1동(구평1동불바위방면) - 구평1동불바위
GMB884-111,30,구평1동불바위 - 구평예다음아파트A
GMB884-111,31,구평예다음아파트A - 구평초등학교앞
GMB884-111,32,구평초등학교앞 - 구평2동
GMB884-111,33,구평2동 - 신동입구(신동새마을방면)
GMB884-111,34,신동입구(신동새마을방면) - 신동새마을(새월사각지방면)
GMB884-111,35,신동새마을(새월사각지방면) - 새월사각지(학하리입구방면)
GMB884-111,36,새월사각지(학하리입구방면) - 학하리입구
GMB884-111,37,학하리입구 - 학림초등학교(삼학리입구방면)
GMB884-111,38,학림초등학교(삼학리입구방면) - 삼학리입구
GMB884-111,39,삼학리입구 - 신장2리(신장1리방면)
GMB884-111,40,신장2리(신장1리방면) - 신장2리
GMB884-111,41,신장2리 - 신장1리(하장리방면)
GMB884-111,42,신장1리(하장리방면) - 하장리(하장교방면)
GMB884-111,43,하장리(하장교방면) - 하장3거리(하장1리방면)
GMB884-111,44,하장3거리(하장1리방면) - 하장1리(장천버스터미널 종점방면)
GMB884-111,45,하장1리(장천버스터미널 종점방면) - 장천버스터미널 종점
GMB884-111,46,장천버스터미널 종점 - 하장1리(하장리앞방면)
GMB884-111,47,하장1리(하장리앞방면) - 하장3거리(묵어리방면)
GMB884-111,48,하장3거리(묵어리방면) - 묵어리(상림리입구방면)
GMB884-111,49,묵어리(상림리입구방면) - 상림리입구(유환원룸방면)
GMB884-111,50,상림리입구(유환원룸방면) - 유환원룸건너
GMB884-111,51,유환원룸건너 - 경운대학교(구미운전면허센터)입구
GMB884-111,52,경운대학교(구미운전면허센터)입구 - 경운대학교(구미운전면허센터)
GMB884-121,1,경운대학교(구미운전면허센터) - 경운대학교(구미운전면허센터)입구건너
GMB884-121,2,경운대학교(구미운전면허센터)입구건너 - 유환원룸앞
GMB884-121,3,유환원룸앞 - 상림리입구(묵어리방면)
GMB884-121,4,상림리입구(묵어리방면) - 묵어리(하장3거리방면)
GMB884-121,5,묵어리(하장3거리방면) - 하장3거리(젊은종합농기계앞)
GMB884-121,6,하장3거리(젊은종합농기계앞) - 하장1리(장천버스터미널 종점방면)
GMB884-121,7,하장1리(장천버스터미널 종점방면) - 장천버스터미널 종점
GMB884-121,8,장천버스터미널 종점 - 하장1리(하장리앞방면)
GMB884-121,9,하장1리(하장리앞방면) - 하장3거리(묵어리방면)
GMB884-121,10,하장3거리(묵어리방면) - 하장리
GMB884-121,11,하장리 - 신장1리(신장2리방면)
GMB884-121,12,신장1리(신장2리방면) - 신장2리
GMB884-121,13,신장2리 - 신장2리(삼학리방면)
GMB884-121,14,신장2리(삼학리방면) - 삼학리
GMB884-121,15,삼학리 - 학림초등학교(학하리방면)
GMB884-121,16,학림초등학교(학하리방면) - 학하리
GMB884-121,17,학하리 - 새월사각지(신동새마을방면)
GMB884-121,18,새월사각지(신동새마을방면) - 신동새마을(신동입구방면)
GMB884-121,19,신동새마을(신동입구방면) - 신동입구(구평새월못방면)
GMB884-121,20,신동입구(구평새월못방면) - 구평새월못
GMB884-121,21,구평새월못 - 구평초등학교건너
GMB884-121,22,구평초등학교건너 - 구평예다음아파트2차
GMB884-121,23,구평예다음아파트2차 - 구평 부영2단지
GMB884-121,24,구평 부영2단지 - 구평부영아파트(1단지앞)
GMB884-121,25,구평부영아파트(1단지앞) - 인동고등학교입구건너
GMB884-121,26,인동고등학교입구건너 - 진평중학교입구건너
GMB884-121,27,진평중학교입구건너 - 청구아파트입구
GMB884-121,28,청구아파트입구 - 진평동(서한아파트방면)
GMB884-121,29,진평동(서한아파트방면) - 서한아파트
GMB884-121,30,서한아파트 - 인동중학교입구
GMB884-121,31,인동중학교입구 - 인동정류장(인동사거리방면)
GMB884-121,32,인동정류장(인동사거리방면) - 인동사거리
GMB884-121,33,인동사거리 - 수도가압장(SK실트론건너방면)
GMB884-121,34,수도가압장(SK실트론건너방면) - SK실트론1공장
GMB884-121,35,"SK실트론1공장 - 엘지디스플레이2,3공장"
GMB884-121,36,"엘지디스플레이2,3공장 - 구미전자공고입구"
GMB884-121,37,구미전자공고입구 - 온페이스에스디씨
GMB884-121,38,온페이스에스디씨 - 구미세무서앞
GMB884-121,39,구미세무서앞 - 공단본부앞
GMB884-121,40,공단본부앞 - LG유니참앞
GMB884-121,41,LG유니참앞 - KEC정문
GMB884-121,42,KEC정문 - 롯데마트앞
GMB884-121,43,롯데마트앞 - 구미경찰서
GMB884-121,44,구미경찰서 - 구미IC네거리(구미종합터미널건너방면)
GMB884-121,45,구미IC네거리(구미종합터미널건너방면) - 구미종합터미널건너
GMB884-121,46,구미종합터미널건너 - 터미널네거리(송원고가밑방면)
GMB884-121,47,터미널네거리(송원고가밑방면) - 송원고가밑(구미역방면)
GMB884-121,48,송원고가밑(구미역방면) - 금오시장 입구
GMB884-121,49,금오시장 입구 - 원평동 행정복지 센터 앞
GMB884-121,50,원평동 행정복지 센터 앞 - 대구은행앞
GMB884-121,51,대구은행앞 - 구미역 전(국민은행)
GMB884-121,52,구미역 전(국민은행) - 구미역(중앙시장)
GMB884-210,1,구미역 - 농협
GMB884-210,2,농협 - 금오산사거리
GMB884-210,3,금오산사거리 - 원평동 행정복지센터 건너
GMB884-210,4,원평동 행정복지센터 건너 - 금오시장 건너
GMB884-210,5,금오시장 건너 - 송원고가밑(터미널네거리방면)
GMB884-210,6,송원고가밑(터미널네거리방면) - 터미널네거리(오성예식장앞방면)
GMB884-210,7,터미널네거리(오성예식장앞방면) - 오성예식장앞
GMB884-210,8,오성예식장앞 - 구미IC네거리(구미경찰서방면)
GMB884-210,9,구미IC네거리(구미경찰서방면) - 구미경찰서건너
GMB884-210,10,구미경찰서건너 - 롯데마트건너
GMB884-210,11,롯데마트건너 - 코오롱
GMB884-210,12,코오롱 - 공단본부건너
GMB884-210,13,공단본부건너 - 구미세무서건너
GMB884-210,14,구미세무서건너 - LS전선
GMB884-210,15,LS전선 - 동락공원입구
GMB884-210,16,동락공원입구 - LG디스플레이정문
GMB884-210,17,LG디스플레이정문 - 삼성에스디에스
GMB884-210,18,삼성에스디에스 - 수도가압장건너편
GMB884-210,19,수도가압장건너편 - 황상신화아파트건너
GMB884-210,20,황상신화아파트건너 - 황상동입구(인동중학교방면)
GMB884-210,21,황상동입구(인동중학교방면) - 인동중학교건너
GMB884-210,22,인동중학교건너 - 인동정류장(인동사거리방면)
GMB884-210,23,인동정류장(인동사거리방면) - 진평동(인동시립도서관입구방면)
GMB884-210,24,진평동(인동시립도서관입구방면) - 인동시립도서관입구
GMB884-210,25,인동시립도서관입구 - 진평중학교입구
GMB884-210,26,진평중학교입구 - 인동고등학교입구
GMB884-210,27,인동고등학교입구 - 구평부영아파트(5단지앞)
GMB884-210,28,구평부영아파트(5단지앞) - 구평1동(구평1동불바위방면)
GMB884-210,29,구평1동(구평1동불바위방면) - 구평1동불바위
GMB884-210,30,구평1동불바위 - 구평예다음아파트A
GMB884-210,31,구평예다음아파트A - 구평초등학교앞
GMB884-210,32,구평초등학교앞 - 구평2동
GMB884-210,33,구평2동 - 신동입구(신동새마을방면)
GMB884-210,34,신동입구(신동새마을방면) - 신동새마을(새월사각지방면)
GMB884-210,35,신동새마을(새월사각지방면) - 새월사각지(학하리입구방면)
GMB884-210,36,새월사각지(학하리입구방면) - 학하리입구
GMB884-210,37,학하리입구 - 학림초등학교(삼학리입구방면)
GMB884-210,38,학림초등학교(삼학리입구방면) - 삼학리입구
GMB884-210,39,삼학리입구 - 신장2리(신장1리방면)
GMB884-210,40,신장2리(신장1리방면) - 신장2리
GMB884-210,41,신장2리 - 신장1리(하장리방면)
GMB884-210,42,신장1리(하장리방면) - 하장리(하장교방면)
GMB884-210,43,하장리(하장교방면) - 하장3거리(하장1리방면)
GMB884-210,44,하장3거리(하장1리방면) - 하장1리(장천버스터미널 종점방면)
GMB884-210,45,하장1리(장천버스터미널 종점방면) - 장천버스터미널 종점
GMB884-210,46,장천버스터미널 종점 - 오상중고등학교건너
GMB884-210,47,오상중고등학교건너 - 상장1리 서당골
GMB884-210,48,상장1리 서당골 - 상장1리
GMB884-210,49,상장1리 - 바지미마을입구
GMB884-210,50,바지미마을입구 - 심곡리
GMB884-210,51,심곡리 - 송학교입구
GMB884-210,52,송학교입구 - 석우리
GMB884-210,53,석우리 - 석우2리
GMB884-210,54,석우2리 - 천평종점
GMB884-210,55,천평종점 - 송학리윗세뜸
GMB884-210,56,송학리윗세뜸 - 송학2리사거리
GMB884-210,57,송학2리사거리 - 송학교
GMB884-210,58,송학교 - 심곡리건너
GMB884-210,59,심곡리건너 - 바지미마을입구
GMB884-210,60,바지미마을입구 - 상장1리
GMB884-210,61,상장1리 - 상장1리 서당골
GMB884-210,62,상장1리 서당골 - 오상중고등학교앞
GMB884-210,63,오상중고등학교앞 - 장천면행정복지센터
GMB884-210,64,장천면행정복지센터 - 장천버스터미널 종점
GMB88410,1,구미역 - 농협
GMB88410,2,농협 - 금오산사거리
GMB88410,3,금오산사거리 - 원평동 행정복지센터 건너
GMB88410,4,원평동 행정복지센터 건너 - 금오시장 건너
GMB88410,5,금오시장 건너 - 송원고가밑(터미널네거리방면)
GMB88410,6,송원고가밑(터미널네거리방면) - 터미널네거리(오성예식장앞방면)
GMB88410,7,터미널네거리(오성예식장앞방면) - 오성예식장앞
GMB88410,8,오성예식장앞 - 구미IC네거리(구미경찰서방면)
GMB88410,9,구미IC네거리(구미경찰서방면) - 구미경찰서건너
GMB88410,10,구미경찰서건너 - 롯데마트건너
GMB88410,11,롯데마트건너 - 코오롱
GMB88410,12,코오롱 - 공단본부건너
GMB88410,13,공단본부건너 - 구미세무서건너
GMB88410,14,구미세무서건너 - LS전선
GMB88410,15,LS전선 - 동락공원입구
GMB88410,16,동락공원입구 - LG디스플레이정문
GMB88410,17,LG디스플레이정문 - 삼성에스디에스
GMB88410,18,삼성에스디에스 - 수도가압장건너편
GMB88410,19,수도가압장건너편 - 황상신화아파트건너
GMB88410,20,황상신화아파트건너 - 황상동입구(인동중학교방면)
GMB88410,21,황상동입구(인동중학교방면) - 인동중학교건너
GMB88410,22,인동중학교건너 - 인동정류장(인동사거리방면)
GMB88410,23,인동정류장(인동사거리방면) - 진평동(인동시립도서관입구방면)
GMB88410,24,진평동(인동시립도서관입구방면) - 인동시립도서관입구
GMB88410,25,인동시립도서관입구 - 진평중학교입구
GMB88410,26,진평중학교입구 - 인동고등학교입구
GMB88410,27,인동고등학교입구 - 구평부영아파트(5단지앞)
GMB88410,28,구평부영아파트(5단지앞) - 구평1동(구평1동불바위방면)
GMB88410,29,구평1동(구평1동불바위방면) - 구평1동불바위
GMB88410,30,구평1동불바위 - 구평예다음아파트A
GMB88410,31,구평예다음아파트A - 구평초등학교앞
GMB88410,32,구평초등학교앞 - 구평2동
GMB88410,33,구평2동 - 신동입구(신동새마을방면)
GMB88410,34,신동입구(신동새마을방면) - 신동새마을(새월사각지방면)
GMB88410,35,신동새마을(새월사각지방면) - 새월사각지(학하리입구방면)
GMB88410,36,새월사각지(학하리입구방면) - 학하리입구
GMB88410,37,학하리입구 - 학림초등학교(삼학리입구방면)
GMB88410,38,학림초등학교(삼학리입구방면) - 삼학리입구
GMB88410,39,삼학리입구 - 신장2리(신장1리방면)
GMB88410,40,신장2리(신장1리방면) - 신장2리
GMB88410,41,신장2리 - 신장1리(하장리방면)
GMB88410,42,신장1리(하장리방면) - 하장리(하장교방면)
GMB88410,43,하장리(하장교방면) - 하장3거리(하장1리방면)
GMB88410,44,하장3거리(하장1리방면) - 하장1리(장천버스터미널 종점방면)
GMB88410,45,하장1리(장천버스터미널 종점방면) - 장천버스터미널 종점
GMB88420,1,장천버스터미널 종점 - 하장1리(하장리앞방면)
GMB88420,2,하장1리(하장리앞방면) - 하장3거리(묵어리방면)
GMB88420,3,하장3거리(묵어리방면) - 하장리
GMB88420,4,하장리 - 신장1리(신장2리방면)
GMB88420,5,신장1리(신장2리방면) - 신장2리
GMB88420,6,신장2리 - 신장2리(삼학리방면)
GMB88420,7,신장2리(삼학리방면) - 삼학리
GMB88420,8,삼학리 - 학림초등학교(학하리방면)
GMB88420,9,학림초등학교(학하리방면) - 학하리
GMB88420,10,학하리 - 새월사각지(신동새마을방면)
GMB88420,11,새월사각지(신동새마을방면) - 신동새마을(신동입구방면)
GMB88420,12,신동새마을(신동입구방면) - 신동입구(구평새월못방면)
GMB88420,13,신동입구(구평새월못방면) - 구평새월못
GMB88420,14,구평새월못 - 구평초등학교건너
GMB88420,15,구평초등학교건너 - 구평예다음아파트2차
GMB88420,16,구평예다음아파트2차 - 구평 부영2단지
GMB88420,17,구평 부영2단지 - 구평부영아파트(1단지앞)
GMB88420,18,구평부영아파트(1단지앞) - 인동고등학교입구건너
GMB88420,19,인동고등학교입구건너 - 진평중학교입구건너
GMB88420,20,진평중학교입구건너 - 청구아파트입구
GMB88420,21,청구아파트입구 - 진평동(서한아파트방면)
GMB88420,22,진평동(서한아파트방면) - 서한아파트
GMB88420,23,서한아파트 - 인동중학교입구
GMB88420,24,인동중학교입구 - 인동정류장(인동사거리방면)
GMB88420,25,인동정류장(인동사거리방면) - 인동사거리
GMB88420,26,인동사거리 - 수도가압장(SK실트론건너방면)
GMB88420,27,수도가압장(SK실트론건너방면) - SK실트론1공장
GMB88420,28,"SK실트론1공장 - 엘지디스플레이2,3공장"
GMB88420,29,"엘지디스플레이2,3공장 - 구미전자공고입구"
GMB88420,30,구미전자공고입구 - 온페이스에스디씨
GMB88420,31,온페이스에스디씨 - 구미세무서앞
GMB88420,32,구미세무서앞 - 공단본부앞
GMB88420,33,공단본부앞 - LG유니참앞
GMB88420,34,LG유니참앞 - KEC정문
GMB88420,35,KEC정문 - 롯데마트앞
GMB88420,36,롯데마트앞 - 구미경찰서
GMB88420,37,구미경찰서 - 구미IC네거리(구미종합터미널건너방면)
GMB88420,38,구미IC네거리(구미종합터미널건너방면) - 구미종합터미널건너
GMB88420,39,구미종합터미널건너 - 터미널네거리(송원고가밑방면)
GMB88420,40,터미널네거리(송원고가밑방면) - 송원고가밑(구미역방면)
GMB88420,41,송원고가밑(구미역방면) - 금오시장 입구
GMB88420,42,금오시장 입구 - 원평동 행정복지 센터 앞
GMB88420,43,원평동 행정복지 센터 앞 - 대구은행앞
GMB88420,44,대구은행앞 - 구미역 전(국민은행)
GMB88420,45,구미역 전(국민은행) - 구미역(중앙시장)
GMB885-111,1,구미역 - 농협
GMB885-111,2,농협 - 금오산사거리
GMB885-111,3,금오산사거리 - 원평동 행정복지센터 건너
GMB885-111,4,원평동 행정복지센터 건너 - 금오시장 건너
GMB885-111,5,금오시장 건너 - 송원고가밑(터미널네거리방면)
GMB885-111,6,송원고가밑(터미널네거리방면) - 터미널네거리(오성예식장앞방면)
GMB885-111,7,터미널네거리(오성예식장앞방면) - 구미종합터미널앞
GMB885-111,8,구미종합터미널앞 - 농협파머스마켓앞
GMB885-111,9,농협파머스마켓앞 - 구미IC네거리(구미경찰서방면)
GMB885-111,10,구미IC네거리(구미경찰서방면) - 구미경찰서건너
GMB885-111,11,구미경찰서건너 - 롯데마트건너
GMB885-111,12,롯데마트건너 - 코오롱
GMB885-111,13,코오롱 - 공단본부건너
GMB885-111,14,공단본부건너 - 구미세무서건너
GMB885-111,15,구미세무서건너 - LS전선
GMB885-111,16,LS전선 - 동락공원입구
GMB885-111,17,동락공원입구 - LG디스플레이정문
GMB885-111,18,LG디스플레이정문 - 삼성에스디에스
GMB885-111,19,삼성에스디에스 - 수도가압장건너편
