노선번호,정류소순서,구간_이름
GMB19120,1,옥계이편한세상APT앞 - 우미린더스카이앞
GMB19120,2,우미린더스카이앞 - 4공단(현진아파트방면)
GMB19120,3,4공단(현진아파트방면) - 현진아파트앞
GMB19120,4,현진아파트앞 - 삼구아파트
GMB19120,5,삼구아파트 - 4공단입구건너(인동농협옥계지점)
GMB19120,6,4공단입구건너(인동농협옥계지점) - 옥계대우아파트앞
GMB19120,7,옥계대우아파트앞 - 신나리아파트
GMB19120,8,신나리아파트 - 옥계중학교앞
GMB19120,9,옥계중학교앞 - 금오공대입구(금오공대종점방면)
GMB19120,10,금오공대입구(금오공대종점방면) - 금오공대입구(옥계중학교방면)
GMB19120,11,금오공대입구(옥계중학교방면) - 일이삼철강 건너
GMB19120,12,일이삼철강 건너 - 양호동빈수골(엘지연수원방면)
GMB19120,13,양호동빈수골(엘지연수원방면) - 엘지연수원앞
GMB19120,14,엘지연수원앞 - 예일베어링앞
GMB19120,15,예일베어링앞 - 비산보성타운앞
GMB19120,16,비산보성타운앞 - 비산벽산A
GMB19120,17,비산벽산A - 비산초등건너
GMB19120,18,비산초등건너 - 비산사거리(금오공대아파트건너)
GMB19120,19,비산사거리(금오공대아파트건너) - 신평e편한세상아파트
GMB19120,20,신평e편한세상아파트 - 신평중학교입구
GMB19120,21,신평중학교입구 - 신평농협
GMB19120,22,신평농협 - 강산타운아파트건너
GMB19120,23,강산타운아파트건너 - 한신아파트후문
GMB19120,24,한신아파트후문 - 삼성장미아파트앞
GMB19120,25,삼성장미아파트앞 - 시민운동장건너
GMB19120,26,시민운동장건너 - 송정여중입구건너
GMB19120,27,송정여중입구건너 - 반석드림빌건너
GMB19120,28,반석드림빌건너 - 차병원건너
GMB19120,29,차병원건너 - 형곡4주공네거리(형곡초등학교방면)
GMB19120,30,형곡4주공네거리(형곡초등학교방면) - 형곡초등학교앞
GMB19120,31,형곡초등학교앞 - 형곡중앙시장건너
GMB19120,32,형곡중앙시장건너 - 형곡중학교입구건너
GMB19120,33,형곡중학교입구건너 - 형곡금오산입구건너
GMB19120,34,형곡금오산입구건너 - 풍림2차앞
GMB19120,35,풍림2차앞 - 우방3차앞
GMB19120,36,우방3차앞 - 미성빌라
GMB19120,37,미성빌라 - 형곡금호어울림건너
GMB19120,38,형곡금호어울림건너 - 푸르지오캐슬A단지
GMB19120,39,푸르지오캐슬A단지 - 대구은행앞
GMB19120,40,대구은행앞 - 구미역 전(국민은행)
GMB19120,41,구미역 전(국민은행) - 구미역(중앙시장)
GMB19210,1,구미역 - 농협
GMB19210,2,농협 - 금오산사거리
GMB19210,3,금오산사거리 - 원평동 행정복지센터 건너
GMB19210,4,원평동 행정복지센터 건너 - 금오시장 건너
GMB19210,5,금오시장 건너 - 송원고가밑(터미널네거리방면)
GMB19210,6,송원고가밑(터미널네거리방면) - 터미널네거리(오성예식장앞방면)
GMB19210,7,터미널네거리(오성예식장앞방면) - 오성예식장앞
GMB19210,8,오성예식장앞 - 구미IC네거리(구미경찰서방면)
GMB19210,9,구미IC네거리(구미경찰서방면) - 구미경찰서건너
GMB19210,10,구미경찰서건너 - 롯데마트건너
GMB19210,11,롯데마트건너 - 코오롱
GMB19210,12,코오롱 - 공단본부건너
GMB19210,13,공단본부건너 - 세무서네거리
GMB19210,14,세무서네거리 - LIG넥스원앞
GMB19210,15,LIG넥스원앞 - 엘지연수원건너
GMB19210,16,엘지연수원건너 - 양호동빈수골(금오공대입구방면)
GMB19210,17,양호동빈수골(금오공대입구방면) - 금오공대입구(금오공대종점방면)
GMB19210,18,금오공대입구(금오공대종점방면) - 금오공대종점
GMB19210,19,금오공대종점 - 금오공대입구(옥계중학교방면)
GMB19210,20,금오공대입구(옥계중학교방면) - 옥계중학교건너
GMB19210,21,옥계중학교건너 - 옥계대우아파트건너
GMB19210,22,옥계대우아파트건너 - 4공단입구(옥계방면)
GMB19210,23,4공단입구(옥계방면) - 옥계부영아파트건너
GMB19210,24,옥계부영아파트건너 - 하나로마트양포점
GMB19210,25,하나로마트양포점 - 양포파출소앞
GMB19210,26,양포파출소앞 - 옥계에덴타운(종점방면)
GMB19210,27,옥계에덴타운(종점방면) - 옥계대백타운종점
GMB19210,28,옥계대백타운종점 - 옥계대백타운 출발지
GMB19210,29,옥계대백타운 출발지 - 옥계에덴타운(입구방면)
GMB19210,30,옥계에덴타운(입구방면) - 인동농협양포지점 건너
GMB19210,31,인동농협양포지점 건너 - 옥계대백타운입구(4공단방면)
GMB19210,32,옥계대백타운입구(4공단방면) - 옥계성당
GMB19210,33,옥계성당 - 호반베르디움후문
GMB19210,34,호반베르디움후문 - 물내음 공원입구건너
GMB19210,35,물내음 공원입구건너 - 골드클래스앞
GMB19210,36,골드클래스앞 - 쌍용예가더파크아파트건너
GMB19210,37,쌍용예가더파크아파트건너 - 우미린센트럴파크 후문
GMB19210,38,우미린센트럴파크 후문 - 중흥S클래스에듀포레앞
GMB19210,39,중흥S클래스에듀포레앞 - 인덕중학교건너
GMB19210,40,인덕중학교건너 - 인덕중흥S클래스건너
GMB19210,41,인덕중흥S클래스건너 - 인덕리(산동방면)
GMB19210,42,인덕리(산동방면) - 산동중학교입구
GMB19210,43,산동중학교입구 - 산동파출소앞
GMB19210,44,산동파출소앞 - 적림리(적림구미마을방면)
GMB19210,45,적림리(적림구미마을방면) - 적림구미마을
GMB19210,46,적림구미마을 - 괴곡3거리(괴곡1리방면)
GMB19210,47,괴곡3거리(괴곡1리방면) - 괴곡1리(괴곡2리방면)
GMB19210,48,괴곡1리(괴곡2리방면) - 괴곡2리(문양리방면)
GMB19210,49,괴곡2리(문양리방면) - 문량리(오상리방면)
GMB19210,50,문량리(오상리방면) - 오상리(오상리새마을금고앞방면)
GMB19210,51,오상리(오상리새마을금고앞방면) - 오상리새마을금고앞(해평정류장방면)
GMB19210,52,오상리새마을금고앞(해평정류장방면) - 해평버스정류장
GMB19220,1,해평버스정류장 - 오상리새마을금고앞(문량리방면)
GMB19220,2,오상리새마을금고앞(문량리방면) - 오상리(문량리방면)
GMB19220,3,오상리(문량리방면) - 문량리(괴곡2리방면)
GMB19220,4,문량리(괴곡2리방면) - 문량리(괴곡리방면)
GMB19220,5,문량리(괴곡리방면) - 괴곡2리(괴곡1리방면)
GMB19220,6,괴곡2리(괴곡1리방면) - 괴곡1리(괴곡3거리방면)
GMB19220,7,괴곡1리(괴곡3거리방면) - 괴곡3거리
GMB19220,8,괴곡3거리 - 괴곡3거리(산동방면))
GMB19220,9,괴곡3거리(산동방면)) - 적림구미마을건너
GMB19220,10,적림구미마을건너 - 적림리(산동버스정류장방면)
GMB19220,11,적림리(산동버스정류장방면) - 산동파출소건너
GMB19220,12,산동파출소건너 - 산동보건지소앞
GMB19220,13,산동보건지소앞 - 인덕리(확장단지방면)
GMB19220,14,인덕리(확장단지방면) - 인덕중흥S클래스앞
GMB19220,15,인덕중흥S클래스앞 - 중흥S클래스에코시티
GMB19220,16,중흥S클래스에코시티 - 우미린풀하우스정문
GMB19220,17,우미린풀하우스정문 - 우미린센트럴파크 후문건너
GMB19220,18,우미린센트럴파크 후문건너 - 쌍용예가더파크아파트
GMB19220,19,쌍용예가더파크아파트 - 골드클래스건너
GMB19220,20,골드클래스건너 - 물내음 공원입구
GMB19220,21,물내음 공원입구 - 호반베르디움후문건너
GMB19220,22,호반베르디움후문건너 - 옥계성당건너
GMB19220,23,옥계성당건너 - 양포파출소앞
GMB19220,24,양포파출소앞 - 옥계에덴타운(종점방면)
GMB19220,25,옥계에덴타운(종점방면) - 옥계대백타운종점
GMB19220,26,옥계대백타운종점 - 옥계대백타운 출발지
GMB19220,27,옥계대백타운 출발지 - 옥계에덴타운(입구방면)
GMB19220,28,옥계에덴타운(입구방면) - 인동농협양포지점 건너
GMB19220,29,인동농협양포지점 건너 - 옥계대백타운입구(4공단방면)
GMB19220,30,옥계대백타운입구(4공단방면) - 옥계부영아파트앞
GMB19220,31,옥계부영아파트앞 - 4공단입구건너(인동농협옥계지점)
GMB19220,32,4공단입구건너(인동농협옥계지점) - 옥계대우아파트앞
GMB19220,33,옥계대우아파트앞 - 신나리아파트
GMB19220,34,신나리아파트 - 옥계중학교앞
GMB19220,35,옥계중학교앞 - 금오공대입구(금오공대종점방면)
GMB19220,36,금오공대입구(금오공대종점방면) - 금오공대종점
GMB19220,37,금오공대종점 - 금오공대입구(옥계중학교방면)
GMB19220,38,금오공대입구(옥계중학교방면) - 일이삼철강 건너
GMB19220,39,일이삼철강 건너 - 양호동빈수골(엘지연수원방면)
GMB19220,40,양호동빈수골(엘지연수원방면) - 엘지연수원앞
GMB19220,41,엘지연수원앞 - LIG넥스원건너
GMB19220,42,LIG넥스원건너 - 세무서4거리
GMB19220,43,세무서4거리 - 구미세무서앞
GMB19220,44,구미세무서앞 - 공단본부앞
GMB19220,45,공단본부앞 - LG유니참앞
GMB19220,46,LG유니참앞 - KEC정문
GMB19220,47,KEC정문 - 롯데마트앞
GMB19220,48,롯데마트앞 - 구미경찰서
GMB19220,49,구미경찰서 - 구미IC네거리(구미종합터미널건너방면)
GMB19220,50,구미IC네거리(구미종합터미널건너방면) - 구미종합터미널건너
GMB19220,51,구미종합터미널건너 - 터미널네거리(송원고가밑방면)
GMB19220,52,터미널네거리(송원고가밑방면) - 송원고가밑(구미역방면)
GMB19220,53,송원고가밑(구미역방면) - 금오시장 입구
GMB19220,54,금오시장 입구 - 원평동 행정복지 센터 앞
GMB19220,55,원평동 행정복지 센터 앞 - 대구은행앞
GMB19220,56,대구은행앞 - 구미역 전(국민은행)
GMB19220,57,구미역 전(국민은행) - 구미역(중앙시장)
GMB193-210,1,구미역 - 농협
GMB193-210,2,농협 - 금오산사거리
GMB193-210,3,금오산사거리 - 원평동 행정복지센터 건너
GMB193-210,4,원평동 행정복지센터 건너 - 금오시장 건너
GMB193-210,5,금오시장 건너 - 송원고가밑(터미널네거리방면)
GMB193-210,6,송원고가밑(터미널네거리방면) - 터미널네거리(오성예식장앞방면)
GMB193-210,7,터미널네거리(오성예식장앞방면) - 오성예식장앞
GMB193-210,8,오성예식장앞 - 강산타운아파트앞
GMB193-210,9,강산타운아파트앞 - 신평파출소앞
GMB193-210,10,신평파출소앞 - 신평시장
GMB193-210,11,신평시장 - 신평우석아파트
GMB193-210,12,신평우석아파트 - 비산사거리(금오공대아파트앞)
GMB193-210,13,비산사거리(금오공대아파트앞) - 우림필유건너
GMB193-210,14,우림필유건너 - 강변코오롱하늘채앞
GMB193-210,15,강변코오롱하늘채앞 - 양호동빈수골(금오공대입구방면)
GMB193-210,16,양호동빈수골(금오공대입구방면) - 금오공대입구(금오공대종점방면)
GMB193-210,17,금오공대입구(금오공대종점방면) - 금오공대종점
GMB193-210,18,금오공대종점 - 금오공대입구(옥계중학교방면)
GMB193-210,19,금오공대입구(옥계중학교방면) - 옥계중학교건너
GMB193-210,20,옥계중학교건너 - 옥계대우아파트건너
GMB193-210,21,옥계대우아파트건너 - 4공단입구(옥계방면)
GMB193-210,22,4공단입구(옥계방면) - 삼구트리니엔건너
GMB193-210,23,삼구트리니엔건너 - 옥계휴먼시아A
GMB193-210,24,옥계휴먼시아A - 육일씨엔에스앞
GMB193-210,25,육일씨엔에스앞 - 신당리(신당2리방면)
GMB193-210,26,신당리(신당2리방면) - 골드디움아파트건너
GMB193-210,27,골드디움아파트건너 - 우미린센트럴파크건너
GMB193-210,28,우미린센트럴파크건너 - 산동농협경제사업소앞
GMB193-210,29,산동농협경제사업소앞 - 산동보건지소앞
GMB193-210,30,산동보건지소앞 - 선산컨트리클럽(경운대방면)
GMB193-210,31,선산컨트리클럽(경운대방면) - 송산리츠빌아파트건너(임천리입구방면)
GMB193-210,32,송산리츠빌아파트건너(임천리입구방면) - 임천리입구(의우총입구방면)
GMB193-210,33,임천리입구(의우총입구방면) - 의우총입구건너
GMB193-210,34,의우총입구건너 - 경운대학교(구미운전면허센터)입구
GMB193-210,35,경운대학교(구미운전면허센터)입구 - 경운대학교(구미운전면허센터)
GMB193-210,36,경운대학교(구미운전면허센터) - 경운대학교(구미운전면허센터)출구
GMB193-210,37,경운대학교(구미운전면허센터)출구 - 경운대학교(구미운전면허센터)입구건너
GMB193-210,38,경운대학교(구미운전면허센터)입구건너 - 유환원룸앞
GMB193-210,39,유환원룸앞 - 상림리입구(묵어리방면)
GMB193-210,40,상림리입구(묵어리방면) - 묵어리(하장3거리방면)
GMB193-210,41,묵어리(하장3거리방면) - 하장3거리(젊은종합농기계앞)
GMB193-210,42,하장3거리(젊은종합농기계앞) - 하장1리(장천버스터미널 종점방면)
GMB193-210,43,하장1리(장천버스터미널 종점방면) - 장천버스터미널 종점
GMB193-220,1,장천버스터미널 종점 - 하장1리(하장리앞방면)
GMB193-220,2,하장1리(하장리앞방면) - 하장리앞
GMB193-220,3,하장리앞 - 하장3거리(묵어리방면)
GMB193-220,4,하장3거리(묵어리방면) - 묵어리(상림리입구방면)
GMB193-220,5,묵어리(상림리입구방면) - 상림리입구(유환원룸방면)
GMB193-220,6,상림리입구(유환원룸방면) - 유환원룸건너
GMB193-220,7,유환원룸건너 - 경운대학교(구미운전면허센터)입구
GMB193-220,8,경운대학교(구미운전면허센터)입구 - 경운대학교(구미운전면허센터)
GMB193-220,9,경운대학교(구미운전면허센터) - 경운대학교(구미운전면허센터)출구
GMB193-220,10,경운대학교(구미운전면허센터)출구 - 의우총입구
GMB193-220,11,의우총입구 - 임천리입구(송산리츠빌아파트방면)
GMB193-220,12,임천리입구(송산리츠빌아파트방면) - 송산리츠빌아파트앞(선산컨트리클럽방면)
GMB193-220,13,송산리츠빌아파트앞(선산컨트리클럽방면) - 선산컨트리클럽(적림리방면)
GMB193-220,14,선산컨트리클럽(적림리방면) - 산동중학교입구
GMB193-220,15,산동중학교입구 - 산동농협경제사업소건너
GMB193-220,16,산동농협경제사업소건너 - 우미린센트럴파크앞
GMB193-220,17,우미린센트럴파크앞 - 골드디움아파트
GMB193-220,18,골드디움아파트 - 신당리(옥계우미린아파트건너방면)
GMB193-220,19,신당리(옥계우미린아파트건너방면) - 육일씨엔에스건너
GMB193-220,20,육일씨엔에스건너 - 산동호반베르디움아파트동편
GMB193-220,21,산동호반베르디움아파트동편 - 호반베르디움아파트정문
GMB193-220,22,호반베르디움아파트정문 - 옥계휴먼시아건너
GMB193-220,23,옥계휴먼시아건너 - 삼구아파트
GMB193-220,24,삼구아파트 - 4공단입구건너(인동농협옥계지점)
GMB193-220,25,4공단입구건너(인동농협옥계지점) - 옥계대우아파트앞
GMB193-220,26,옥계대우아파트앞 - 신나리아파트
GMB193-220,27,신나리아파트 - 옥계중학교앞
GMB193-220,28,옥계중학교앞 - 금오공대입구(금오공대종점방면)
GMB193-220,29,금오공대입구(금오공대종점방면) - 금오공대종점
GMB193-220,30,금오공대종점 - 금오공대입구(옥계중학교방면)
GMB193-220,31,금오공대입구(옥계중학교방면) - 일이삼철강 건너
GMB193-220,32,일이삼철강 건너 - 양호동빈수골(엘지연수원방면)
GMB193-220,33,양호동빈수골(엘지연수원방면) - 우림필유아파트
GMB193-220,34,우림필유아파트 - 비산사거리(금오공대아파트건너)
GMB193-220,35,비산사거리(금오공대아파트건너) - 신평e편한세상아파트
GMB193-220,36,신평e편한세상아파트 - 신평중학교입구
GMB193-220,37,신평중학교입구 - 신평농협
GMB193-220,38,신평농협 - 강산타운아파트건너
GMB193-220,39,강산타운아파트건너 - 구미종합터미널건너
GMB193-220,40,구미종합터미널건너 - 터미널네거리(송원고가밑방면)
GMB193-220,41,터미널네거리(송원고가밑방면) - 송원고가밑(구미역방면)
GMB193-220,42,송원고가밑(구미역방면) - 금오시장 입구
GMB193-220,43,금오시장 입구 - 원평동 행정복지 센터 앞
GMB193-220,44,원평동 행정복지 센터 앞 - 대구은행앞
GMB193-220,45,대구은행앞 - 구미역 전(국민은행)
GMB193-220,46,구미역 전(국민은행) - 구미역(중앙시장)
GMB19310,1,구미역 - 농협
GMB19310,2,농협 - 금오산사거리
GMB19310,3,금오산사거리 - 원평동 행정복지센터 건너
GMB19310,4,원평동 행정복지센터 건너 - 금오시장 건너
GMB19310,5,금오시장 건너 - 송원고가밑(터미널네거리방면)
GMB19310,6,송원고가밑(터미널네거리방면) - 터미널네거리(오성예식장앞방면)
GMB19310,7,터미널네거리(오성예식장앞방면) - 오성예식장앞
GMB19310,8,오성예식장앞 - 강산타운아파트앞
GMB19310,9,강산타운아파트앞 - 신평파출소앞
GMB19310,10,신평파출소앞 - 신평시장
GMB19310,11,신평시장 - 신평우석아파트
GMB19310,12,신평우석아파트 - 비산사거리(금오공대아파트앞)
GMB19310,13,비산사거리(금오공대아파트앞) - 우림필유건너
GMB19310,14,우림필유건너 - 강변코오롱하늘채앞
GMB19310,15,강변코오롱하늘채앞 - 양호동빈수골(금오공대입구방면)
GMB19310,16,양호동빈수골(금오공대입구방면) - 금오공대입구(금오공대종점방면)
GMB19310,17,금오공대입구(금오공대종점방면) - 금오공대종점
GMB19310,18,금오공대종점 - 금오공대입구(옥계중학교방면)
GMB19310,19,금오공대입구(옥계중학교방면) - 옥계중학교건너
GMB19310,20,옥계중학교건너 - 옥계대우아파트건너
GMB19310,21,옥계대우아파트건너 - 4공단입구(옥계방면)
GMB19310,22,4공단입구(옥계방면) - 삼구트리니엔건너
GMB19310,23,삼구트리니엔건너 - 현진아파트건너
GMB19310,24,현진아파트건너 - 4공단(우미린더스카이건너방면)
GMB19310,25,4공단(우미린더스카이건너방면) - 우미린더스카이건너
GMB19310,26,우미린더스카이건너 - 전자정보기술원(청년창업랩)건너
GMB19310,27,전자정보기술원(청년창업랩)건너 - 구미코건너
GMB19310,28,구미코건너 - 휘닉스소재건너
GMB19310,29,휘닉스소재건너 - 영진하이텍건너
GMB19310,30,영진하이텍건너 - 임봉정류장(임봉초등학교방면)
GMB19310,31,임봉정류장(임봉초등학교방면) - 임봉초등학교건너
GMB19310,32,임봉초등학교건너 - 임천리입구(임천리몽대방면)
GMB19310,33,임천리입구(임천리몽대방면) - 임천리몽대건너
GMB19310,34,임천리몽대건너 - 임천부처방(하장리방면)
GMB19310,35,임천부처방(하장리방면) - 구미푸른요양병원건너
GMB19310,36,구미푸른요양병원건너 - 하장리(하장3거리방면)
GMB19310,37,하장리(하장3거리방면) - 하장3거리(하장1리방면)
GMB19310,38,하장3거리(하장1리방면) - 하장1리(장천버스터미널 종점방면)
GMB19310,39,하장1리(장천버스터미널 종점방면) - 장천버스터미널 종점
GMB19320,1,장천버스터미널 종점 - 하장1리(하장리앞방면)
GMB19320,2,하장1리(하장리앞방면) - 하장리앞
GMB19320,3,하장리앞 - 하장3거리(묵어리방면)
GMB19320,4,하장3거리(묵어리방면) - 하장리(임천부처방방면)
GMB19320,5,하장리(임천부처방방면) - 구미푸른요양병원
GMB19320,6,구미푸른요양병원 - 임천부처방(임천리몽대방면)
GMB19320,7,임천부처방(임천리몽대방면) - 임천리몽대
GMB19320,8,임천리몽대 - 임천리입구(임봉초등학교방면)
GMB19320,9,임천리입구(임봉초등학교방면) - 임봉초등학교앞
GMB19320,10,임봉초등학교앞 - 임봉정류장(영진하이텍방면)
GMB19320,11,임봉정류장(영진하이텍방면) - 영진하이텍앞
GMB19320,12,영진하이텍앞 - 휘닉스소재앞
GMB19320,13,휘닉스소재앞 - 콜렉터신영건너
GMB19320,14,콜렉터신영건너 - 구미코앞
GMB19320,15,구미코앞 - 구미전자정보기술원(청년창업랩)
GMB19320,16,구미전자정보기술원(청년창업랩) - 옥계이편한세상APT앞
GMB19320,17,옥계이편한세상APT앞 - 우미린더스카이앞
GMB19320,18,우미린더스카이앞 - 4공단(현진아파트방면)
GMB19320,19,4공단(현진아파트방면) - 현진아파트앞
GMB19320,20,현진아파트앞 - 삼구아파트
GMB19320,21,삼구아파트 - 4공단입구건너(인동농협옥계지점)
GMB19320,22,4공단입구건너(인동농협옥계지점) - 옥계대우아파트앞
GMB19320,23,옥계대우아파트앞 - 신나리아파트
GMB19320,24,신나리아파트 - 옥계중학교앞
GMB19320,25,옥계중학교앞 - 금오공대입구(금오공대종점방면)
GMB19320,26,금오공대입구(금오공대종점방면) - 금오공대종점
GMB19320,27,금오공대종점 - 금오공대입구(옥계중학교방면)
GMB19320,28,금오공대입구(옥계중학교방면) - 일이삼철강 건너
GMB19320,29,일이삼철강 건너 - 양호동빈수골(엘지연수원방면)
GMB19320,30,양호동빈수골(엘지연수원방면) - 우림필유아파트
GMB19320,31,우림필유아파트 - 비산사거리(금오공대아파트건너)
GMB19320,32,비산사거리(금오공대아파트건너) - 신평e편한세상아파트
GMB19320,33,신평e편한세상아파트 - 신평중학교입구
GMB19320,34,신평중학교입구 - 신평농협
GMB19320,35,신평농협 - 강산타운아파트건너
GMB19320,36,강산타운아파트건너 - 구미종합터미널건너
GMB19320,37,구미종합터미널건너 - 터미널네거리(송원고가밑방면)
GMB19320,38,터미널네거리(송원고가밑방면) - 송원고가밑(구미역방면)
GMB19320,39,송원고가밑(구미역방면) - 금오시장 입구
GMB19320,40,금오시장 입구 - 원평동 행정복지 센터 앞
GMB19320,41,원평동 행정복지 센터 앞 - 대구은행앞
GMB19320,42,대구은행앞 - 구미역 전(국민은행)
GMB19320,43,구미역 전(국민은행) - 구미역(중앙시장)
GMB19410,1,구미역 - 농협
GMB19410,2,농협 - 금오산사거리
GMB19410,3,금오산사거리 - 푸르지오캐슬B단지
GMB19410,4,푸르지오캐슬B단지 - 가톨릭근로자문화센타
GMB19410,5,가톨릭근로자문화센타 - 송정동번개시장건너
GMB19410,6,송정동번개시장건너 - 시청후문앞
GMB19410,7,시청후문앞 - 동아백화점앞
GMB19410,8,동아백화점앞 - 오성예식장앞
GMB19410,9,오성예식장앞 - 강산타운아파트앞
GMB19410,10,강산타운아파트앞 - 신평파출소앞
GMB19410,11,신평파출소앞 - 신평시장
GMB19410,12,신평시장 - 신평우석아파트
GMB19410,13,신평우석아파트 - 비산사거리(금오공대아파트앞)
GMB19410,14,비산사거리(금오공대아파트앞) - 비산동행정복지센터앞
GMB19410,15,비산동행정복지센터앞 - 비산초등앞
GMB19410,16,비산초등앞 - 비산벽산A건너
GMB19410,17,비산벽산A건너 - 비산보성타운건너
GMB19410,18,비산보성타운건너 - 예일베어링건너
GMB19410,19,예일베어링건너 - 엘지연수원건너
GMB19410,20,엘지연수원건너 - 양호동빈수골(금오공대입구방면)
GMB19410,21,양호동빈수골(금오공대입구방면) - 태극마을(양호동종점방면)
GMB19410,22,태극마을(양호동종점방면) - 밀턴힐카운티앞
GMB19410,23,밀턴힐카운티앞 - 양호동종점
GMB19420,1,양호동종점 - 밀턴힐카운티건너
GMB19420,2,밀턴힐카운티건너 - 태극마을(금오공대입구방면)
GMB19420,3,태극마을(금오공대입구방면) - 양호동빈수골(엘지연수원방면)
GMB19420,4,양호동빈수골(엘지연수원방면) - 엘지연수원앞
GMB19420,5,엘지연수원앞 - 예일베어링앞
GMB19420,6,예일베어링앞 - 비산보성타운앞
GMB19420,7,비산보성타운앞 - 비산벽산A
GMB19420,8,비산벽산A - 비산초등건너
GMB19420,9,비산초등건너 - 비산동행정복지센터건너
GMB19420,10,비산동행정복지센터건너 - 비산사거리(금오공대아파트건너)
GMB19420,11,비산사거리(금오공대아파트건너) - 신평e편한세상아파트
GMB19420,12,신평e편한세상아파트 - 신평중학교입구
GMB19420,13,신평중학교입구 - 신평농협
GMB19420,14,신평농협 - 강산타운아파트건너
GMB19420,15,강산타운아파트건너 - 구미종합터미널건너
GMB19420,16,구미종합터미널건너 - 교촌통닭1호점
GMB19420,17,교촌통닭1호점 - 시청후문건너
GMB19420,18,시청후문건너 - 송정동번개시장앞
GMB19420,19,송정동번개시장앞 - 푸르지오캐슬A단지
GMB19420,20,푸르지오캐슬A단지 - 대구은행앞
GMB19420,21,대구은행앞 - 구미역 전(국민은행)
GMB19420,22,구미역 전(국민은행) - 구미역(중앙시장)
GMB19510,1,구미역 - 농협
GMB19510,2,농협 - 금오산사거리
GMB19510,3,금오산사거리 - 원평동 행정복지센터 건너
GMB19510,4,원평동 행정복지센터 건너 - 금오시장 건너
GMB19510,5,금오시장 건너 - 송원고가밑(터미널네거리방면)
GMB19510,6,송원고가밑(터미널네거리방면) - 터미널네거리(오성예식장앞방면)
GMB19510,7,터미널네거리(오성예식장앞방면) - 오성예식장앞
GMB19510,8,오성예식장앞 - 구미IC네거리(구미경찰서방면)
GMB19510,9,구미IC네거리(구미경찰서방면) - 구미경찰서건너
GMB19510,10,구미경찰서건너 - 롯데마트건너
GMB19510,11,롯데마트건너 - 코오롱
GMB19510,12,코오롱 - 공단본부건너
GMB19510,13,공단본부건너 - 세무서네거리
GMB19510,14,세무서네거리 - LIG넥스원앞
GMB19510,15,LIG넥스원앞 - 엘지연수원건너
GMB19510,16,엘지연수원건너 - 양호동빈수골(금오공대입구방면)
GMB19510,17,양호동빈수골(금오공대입구방면) - 금오공대입구(금오공대종점방면)
GMB19510,18,금오공대입구(금오공대종점방면) - 금오공대종점
GMB19510,19,금오공대종점 - 금오공대입구(옥계중학교방면)
GMB19510,20,금오공대입구(옥계중학교방면) - 옥계중학교건너
GMB19510,21,옥계중학교건너 - 옥계대우아파트건너
GMB19510,22,옥계대우아파트건너 - 4공단입구(옥계방면)
GMB19510,23,4공단입구(옥계방면) - 삼구트리니엔건너
GMB19510,24,삼구트리니엔건너 - 옥계휴먼시아A
GMB19510,25,옥계휴먼시아A - 옥계우미린아파트정문
GMB19510,26,옥계우미린아파트정문 - 중흥S클래스건너
GMB19510,27,중흥S클래스건너 - 4공단(우미린더스카이건너방면)
GMB19510,28,4공단(우미린더스카이건너방면) - 우미린더스카이건너
GMB19510,29,우미린더스카이건너 - 전자정보기술원(청년창업랩)건너
GMB19510,30,전자정보기술원(청년창업랩)건너 - 구미코건너
GMB19510,31,구미코건너 - 휘닉스소재건너
GMB19510,32,휘닉스소재건너 - AGC화인테크노한국앞
GMB19520,1,AGC화인테크노한국건너 - 포스코케미칼
GMB19520,2,포스코케미칼 - 휘닉스소재앞
GMB19520,3,휘닉스소재앞 - 콜렉터신영건너
GMB19520,4,콜렉터신영건너 - 구미코앞
GMB19520,5,구미코앞 - 구미전자정보기술원(청년창업랩)
GMB19520,6,구미전자정보기술원(청년창업랩) - 옥계이편한세상APT앞
GMB19520,7,옥계이편한세상APT앞 - 우미린더스카이앞
GMB19520,8,우미린더스카이앞 - 4공단(현진아파트방면)
GMB19520,9,4공단(현진아파트방면) - 중흥S클래스앞
GMB19520,10,중흥S클래스앞 - 우미린아파트
GMB19520,11,우미린아파트 - 호반베르디움아파트정문
GMB19520,12,호반베르디움아파트정문 - 옥계휴먼시아건너
GMB19520,13,옥계휴먼시아건너 - 삼구아파트
GMB19520,14,삼구아파트 - 4공단입구건너(인동농협옥계지점)
GMB19520,15,4공단입구건너(인동농협옥계지점) - 옥계대우아파트앞
GMB19520,16,옥계대우아파트앞 - 신나리아파트
GMB19520,17,신나리아파트 - 옥계중학교앞
GMB19520,18,옥계중학교앞 - 금오공대입구(금오공대종점방면)
GMB19520,19,금오공대입구(금오공대종점방면) - 금오공대종점
GMB19520,20,금오공대종점 - 금오공대입구(옥계중학교방면)
GMB19520,21,금오공대입구(옥계중학교방면) - 일이삼철강 건너
GMB19520,22,일이삼철강 건너 - 양호동빈수골(엘지연수원방면)
GMB19520,23,양호동빈수골(엘지연수원방면) - 엘지연수원앞
GMB19520,24,엘지연수원앞 - LIG넥스원건너
GMB19520,25,LIG넥스원건너 - 세무서4거리
GMB19520,26,세무서4거리 - 구미세무서앞
GMB19520,27,구미세무서앞 - 공단본부앞
GMB19520,28,공단본부앞 - LG유니참앞
GMB19520,29,LG유니참앞 - KEC정문
GMB19520,30,KEC정문 - 롯데마트앞
