BRT_ID,BRT_DIRECTION,BRT_CLASS,BRN_IN_OCCURYMDHMS,BRN_OUT_OCCURYMDHMS,BNODE_KNAME,BNODE_X,BNODE_Y
553,역방향,0,2021-10-20 05:38:20,2021-10-20 05:40:13,구미종합터미널건너,128.3508489,36.12267599
553,역방향,0,2021-10-20 05:40:44,2021-10-20 05:40:52,터미널네거리(송원고가밑방면),128.3482793,36.12230851
553,역방향,0,2021-10-20 05:41:16,2021-10-20 05:41:23,송원고가밑(구미역방면),128.3439691,36.12341245
553,역방향,0,2021-10-20 05:42:01,2021-10-20 05:42:10,원평동 행정복지 센터 앞,128.3388928,36.12581949
553,역방향,0,2021-10-20 05:42:29,2021-10-20 05:42:34,금오산사거리,128.434978,36.15415266
553,역방향,0,2021-10-20 05:42:37,2021-10-20 05:42:48,대구은행앞,128.3356625,36.12718339
553,역방향,0,2021-10-20 05:43:59,2021-10-20 05:44:17,구미역 전(국민은행),128.3322865,36.12861582
553,역방향,0,2021-10-20 05:45:14,2021-10-20 05:46:19,구미역(김천행),128.328432,36.130215
553,역방향,0,2021-10-20 05:46:52,2021-10-20 05:47:03,원평2동행정복지센터건너,128.325838,36.13129062
553,역방향,0,2021-10-20 05:48:39,2021-10-20 05:48:46,도량2동입구(선기동교복단지건너방면),128.3217852,36.1338658
553,역방향,0,2021-10-20 05:49:29,2021-10-20 05:49:34,선기동교복단지건너,128.3124331,36.13709824
553,역방향,0,2021-10-20 05:49:49,2021-10-20 05:50:21,봉곡동입구(진주울입구방면),128.3093903,36.13855769
553,역방향,0,2021-10-20 05:51:59,2021-10-20 05:52:04,진주울입구(장흥리방면),128.3016804,36.14131902
553,역방향,0,2021-10-20 05:52:59,2021-10-20 05:53:07,장흥리(송천4리입구건너방면),128.2939104,36.14452075
553,역방향,0,2021-10-20 05:54:02,2021-10-20 05:54:06,송천4리입구건너,128.283611,36.14925036
553,역방향,0,2021-10-20 05:54:36,2021-10-20 05:55:15,하송(금계방면),128.279235,36.15265581
553,역방향,0,2021-10-20 05:55:49,2021-10-20 05:55:53,금계(구미방면),128.2742229,36.15489417
